"school_id"|"coursename"|"description"|"lastupdate"|"staffid"|"remarks"|"year"|"coursedate"|"name"|"subject"
34|"Summer"|""|"20130530165148"|"AA00003"|""|"2012-13"|"20120901"|""|""
34|"Summer"|""|"20130530165207"|"AA00003"|""|"2013-14"|"20130901"|""|""
562|"Pre-Sessional Course"|""|"20130530165525"|"AA00019"|""|"2013-14"|"20130530"|""|""
562|"International Foundation"|""|"20130530165547"|"AA00019"|""|"2013-14"|"20130901"|""|""
522|"Year 10"|""|"20130531135021"|"AA00028"|""|"2013-14"|"20130101"|""|""
522|"Year 9"|"2 Compulsory Papers"|"20130531135033"|"AA00028"|""|"2013-14"|"20130901"|""|""
674|"Year 12"|""|"20130531135151"|"AA00028"|"NO NEED to post the original completed exam papers back to the school, scan and email is OK"|"2013-14"|"20130101"|""|""
554|"Year 12"|"Optional Papers"|"20130531135811"|"AA00028"|"Trent College accept electronic copy of completed exam papers if the scanning quality is fine"|"2013-14"|"20130901"|""|""
557|"Year 12"|""|"20130531140038"|"AA00028"|""|"2013-14"|"20130901"|""|""
557|"Year 10"|""|"20130531140057"|"AA00028"|""|"2013-14"|"20130101"|""|""
557|"Year 7"|""|"20130531140102"|"AA00028"|""|"2013-14"|"20130101"|""|""
557|"Year 8"|""|"20130531140107"|"AA00028"|""|"2013-14"|"20130101"|""|""
557|"Year 9"|""|"20130531140112"|"AA00028"|""|"2013-14"|"20130101"|""|""
558|"Year 12"|""|"20130531143121"|"AA00028"|""|"2013-14"|"20130901"|""|""
558|"Year 10"|"2 Compulsory Papers"|"20130531143139"|"AA00028"|""|"2013-14"|"20130901"|""|""
558|"Year 9"|"2 Compulsory Papers"|"20130531143152"|"AA00028"|""|"2013-14"|"20130901"|""|""
22|"Year 9"|"2 Compulsory Papers"|"20130531143348"|"AA00028"|""|"2013-14"|"20130901"|""|""
22|"Year 10"|"2 Compulsory Papers"|"20130531143357"|"AA00028"|""|"2013-14"|"20130901"|""|""
518|"Year 9"|""|"20130530115023"|"AA00028"|""|"2013-14"|"20130101"|""|""
57|"Year 10"|"2 Compulsory Papers"|"20130530115811"|"AA00028"|""|"2013-14"|"20130901"|""|""
57|"Year 9"|"2 Compulsory Papers"|"20130530120342"|"AA00028"|""|"2013-14"|"20130901"|""|""
57|"Year 7"|""|"20130530120429"|"AA00028"|""|"2013-14"|"20130101"|""|""
57|"Year 12"|""|"20130530120450"|"AA00028"|""|"2013-14"|"20130101"|""|""
528|"Year 10"|"5 Compulsory Papers"|"20130530123239"|"AA00028"|"School will send us Original Papers"|"2013-14"|"20130901"|""|""
528|"Year 9"|"4 Compulsory Papers and 1 Optional Paper"|"20130530124459"|"AA00028"|""|"2013-14"|"20130901"|""|""
528|"Year 8"|"3 Compulsory Papers"|"20130530134335"|"AA00028"|""|"2013-14"|"20130901"|""|""
528|"Year 7"|"3 Compulsory Papers"|"20130530134643"|"AA00028"|""|"2013-14"|"20130901"|""|""
149|"Year 12"|""|"20130530135917"|"AA00028"|""|"2013-14"|"20130101"|""|""
149|"Year 7"|""|"20130530135922"|"AA00028"|""|"2013-14"|"20130101"|""|""
149|"Year 8"|""|"20130530135927"|"AA00028"|""|"2013-14"|"20130101"|""|""
149|"Year 9"|"5 Scholarship Papers"|"20130530135945"|"AA00028"|""|"2013-14"|"20130901"|""|""
212|"Year 10"|""|"20130530140145"|"AA00028"|""|"2013-14"|"20130101"|""|""
418|"Year 9"|""|"20130530140405"|"AA00028"|""|"2013-14"|"20130101"|""|""
520|"Year 12"|"5 Compulsory Papers

All pupils in future will have to write a letter in own handwriting to the head of school saying ""Why they would like to attend Talbot Heath School, aspirations and hobbies etc"" and returned with the completed exam papers"|"20130530142729"|"AA00028"|"School will send original papers to each student applied

School do not accept email the completed exam paper. They require the original in the post"|"2013-14"|"20130901"|""|""
455|"Year 9"|"2 Compulsory Papers"|"20130525175014"|"AA00028"|""|"2013-14"|"20130901"|""|""
520|"Year 10"|"3 Compulsory Papers

All pupils in future will have to write a letter in own handwriting to the head of school saying ""Why they would like to attend Talbot Heath School, aspirations and hobbies etc"" and returned with the completed exam papers"|"20130530143625"|"AA00028"|"School will send original papers to each student applied

School do not accept email the completed exam paper. They require the original in the post"|"2013-14"|"20130901"|""|""
18|"Year 10"|"3 Compulsory Papers"|"20130525110929"|"AA00028"|""|"2013-14"|"20130901"|""|""
646|"1-Year GCSE"|""|"20141227175739"|"AA00032"|""|"2014-15"|"20141227"|""|""
