"school_id"|"banktype"|"currency"|"bankname"|"bankacc"|"bankaddress"|"ibankacc"|"swift"|"sortcode"|"ibanno"|"remarks"|"lastupdate"|"staffid"|"billingname"
110|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00119897"|"130 High Street, Cheltenham, Gloucestershire, GL50 1EW"|"Cheltenham College"|"LOYDGB 21054"|"30-91-87"|"GB73LOYD30918700119897"|""|"20130525"|""|"Cheltenham College"
214|"Course"|"GBP"|"Barclays Bank Plc"|"30489506"|"Banbury, Oxfordshire, OX16 8PS"|"Harrogate Ladies' College Ltd"|"BARCGB22"|"20-03-84"|"GB07BARC20038430489506"|""|"20130525"|""|"Harrogate Ladies College"
528|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00126230"|"130 High Street, Cheltenham, Gloucestershire, GL50 1EW"|"The Cheltenham Ladies' College"|"LOYDGB21054"|"30-91-87"|"GB93LOYD30918700126230"|""|"20130525"|""|"The Cheltenham Ladies' College"
545|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00060406"|"Carfax, Oxford"|"The Royal Masonic School for Girls"|"LOYDGB21023"|"30-96-35"|"GB31LOYD30963500060406"|""|"20201017160550"|"AA00078"|"The Royal Masonic School"
100|"Course"|"GBP"|"Barclays Bank Plc"|"10257311"|"32 Bridge Street, Banbury, Oxfordshire OX16 8PS"|"Canford School Ltd"|"BARCGB22"|"20-03-84"|"GB95BARC20038410257311"|"Please identify it clearly with your child's name and initials.
Please ensure the payment is free of any additional bank or transfer charges, which should be
paid separately.
Please quote Student's name as a reference for our Finance Department to recognise the transfer when it comes in, and could you also please ensure that bank charges for the transfer are not deducted from the full GBP200. (This happens quite a lot and causes our Finance people a bit of bother!)"|"20140712113454"|"AA00044"|"Canford School"
345|"Course"|"GBP"|"Barclays Bank Plc"|"10679259"|"Mortlock House, PO Box 885, Histon, CB4 9DE"|"The Corporation of Oundle School"|"BARCGB22"|"20-67-45"|"GB91BARC20674510679259"|"Please make sure you quote your child's name so that we know the payment is from you.

[20Sep14] Amended the address, which before was:  Po Box 422, 1 Church Street, Peterborough, PE1 1QR"|"20230816154730"|"AA00078"|"Oundle School"
128|"Course"|"GBP"|"National Westminster Bank Plc"|"97650579"|"Po Box 12258, 1 Princess Street, London, EC2R 8PA"|"Cobham Hall"|"NWBKGB2L"|"60-00-01"|"GB59NWBK60000197650579"|""|"20130525"|""|"Cobham Hall School"
189|"Course"|"GBP"|"Royal Bank of Scotland"|"00153767"|"27 Park Row, Leeds, LS1 5QB, UK"|"Fulneck School"|"RBOS GB 2L"|"16-23-37"|"GB07 RBOS1623 3700 1537 67"|""|"20230630162652"|"AA00078"|""
529|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"01748064"|"48 Belle Vue Terrace, Malvern, Worcestershire, WR14 4QG"|"The Downs Malvern College Prep School"|"LOYDGB21139"|"30-95-41"|"GB20LOYD30954101748064"|""|"20130525"|""|"The Downs, Malvern College Preparatory School"
30021|"Course"|"GBP"|"Danske Bank"|"30047333"|"-"|"Rockport School Ltd."|"DABAGB2B"|"95-06-11"|"GB29DABA95061130047333"|""|"20150217102611"|"AA00044"|""
154|"Course"|"GBP"|"Barclays Bank Plc"|"00334693"|"117 Dulwich Village, London SE21 7BL"|"Dulwich College Main Account"|"BARCGB22"|"20-66-51"|"GB56BARC20665100334693"|""|"20130525"|""|"Dulwich College"
159|"Course"|"GBP"|"National Westminster Bank Plc"|"40086992"|"96 Terminus Road, Eastbourne, BN21 3AA"|"Eastbourne College (Incorporated)"|"NWBKGB2L"|"52-41-00"|"GB39NWBK52410040086992"|""|"20130525"|""|"Eastbourne College"
167|"Course"|"GBP"|"Handelsbanken"|"64993592"|"3 Thomas More Square, London, E1W 1WY"|"Ellesmere College Ltd"|"HANDGB22"|"40-51-62"|"GB29HAND40516264993592"|"It is important that you include your child's name as the reference in all transactions, as we use this to allocate your payment to the correct account."|"20130525"|""|"Ellesmere College"
12|"Course"|"GBP"|"HSBC Bank plc"|"81504363"|"100 High Street, Tonbridge, Kent. TN9 1AN"|"Tonbridge School"|"HBUKGB4159V"|"40-44-20"|"GB25HBUK40442081504363"|"Please ensure that you include your son's name on the bank transfer."|"20200924153125"|"AA00078"|"Tonbridge School"
556|"Course"|"GBP"|"Lloyds Bank"|"00331873"|"-"|"Trinity School Teignmouth"|"LOYD GB 21 078"|"30-96-06"|"GB18 LOYD 3096 0600 3318 73"|""|"20140411163948"|"AA00044"|""
302|"Registration Fee"|"GBP"|"National Westminster Bank Plc"|"08171610"|"Market Place, Loughborough, Leicestershire, LE11 3NZ"|"Loughborough Schools Foundation"|"NWBKGB2L"|"60-14-10"|"GB86 NWBK 6014 1008 1716 10"|"For Registration fee and Deposit"|"20201215171405"|"AA00078"|""
18|"Registration Fee"|"GBP"|"The National Westminster Bank"|"05509491"|"2 Hendford, Yeovil, Somerset, BA20 1TN"|"-"|"NWBKGB2L"|"60-19-12"|"GB77NWBK60191205509491"|""|"20210615163321"|"AA00078"|""
180|"Course"|"GBP"|"Barclays Bank Plc"|"10393363"|"Braintree Business Centre, Bank Street, Essex, CM7 7UQ"|"Felsted School"|"BARCGB22"|"20-97-40"|"7BARC20974010393363"|"Payment of registration fees and deposits can be made to Felsted School by cheque or bank transfer. If you are making a transfer, please send a copy of the paying-in slip to Claire Laskey, Admissions Officer"|"20130525"|""|"Felsted School"
262|"Course"|"GBP"|"NatWest"|"70884811"|"49 North Street, Taunton, Somerset, TA1 1NB"|"King's College Scholars Account"|"NWBKGB2L"|"608006"|"GB06 NWBK 608006 70884811"|""|"20200108144320"|"AA00078"|"see King's College, Taunton"
57|"Course"|"GBP"|"Coutts & Co Commercial Banking"|"00794821"|"440 Strand, London, WC2R 0QS"|"Benenden School (Kent) Ltd"|"COUTGB22"|"18-00-02"|"GB77COUT18000200794821"|""|"20180710151842"|"AA00078"|""
196|"Course"|"GBP"|"Barclays Bank Plc"|"00941018"|"128 High Street, Cheltenham, Gloucestershire, England GL50 1EL"|"Gloucestershire College"|"BARCGB22"|"20-20-15"|"GB75BARC20201500941018"|""|"20130525"|""|"Gloscat College"
197|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00469257"|"38 Blue Boar Row, Salisbury, Wilts, SP1 1DB"|"The Godolphin School"|"LOYDGB21063"|"30-97-41"|"GB50LOYD30974100469257"|"All banking charges in connection with transfers to be paid by the person sending the funds. Please quote as a reference either the invoice number or the school pupil code which is usually the first three letters of the pupil's surname plus three numbers, this code is generated by the school. In the absence of either invoice number or pupil code please use the full name of the pupil as the reference"|"20130525"|""|"Godolphin School"
198|"Course"|"GBP"|"National Westminster Bank Plc"|"61477672"|"33, High Street, High Wycombe Buckinghamshire HP11 2AJ"|"The Godstowe Preparatory School Company Limited"|"NWBKGB2L"|"60-11-01"|"GB86NWBK60110161477672"|"Corporate Account:08453088972"|"20130525"|""|"Godstowe Preparatory School"
690|"Course"|"GBP"|"Royal Bank of Scotland plc"|"23111414"|"62/63 Threadneedle Street London, EC2R 8LA"|"Atlantic College"|"RBOSGB2L"|"16-00-15"|"GB89 RBOS 1600 1523 1114 14"|""|"20150414111057"|"AA00044"|""
30056|"Course"|"GBP"|"Lloyds Bank"|"00732006"|"-"|"King's High Fees Account"|"LOYDGB21285"|"30-99-15"|"GB12LOYD30991500732006"|""|"20201027145701"|"AA00078"|""
286|"Course"|"GBP"|"Lloyds TSB"|"01896528"|"75 Cheap Street, Sherborne, Dorset, DT9 3BA"|"Leweston School Trust"|"LOYDGB21208"|"30-99-98"|"GB46LOYD30999801896528"|""|"20170105104442"|"AA00044"|"Leweston School"
6|"Course"|"GBP"|"National Westminster Bank Plc"|"37898787"|"315 Station Road, Harrow, Middlesex, HA1 2AD"|"Harrow School General Fund"|"NWBKGB2L"|"60-10-10"|"GB39NWBK60101037898787"|"Please quote code No: 8810 add pupil surname. It is likely that bank charges will be made so they should be added on to the amount required by Harrow School."|"20130525"|""|"Harrow School"
257|"Deposit"|"GBP"|"Barclays Bank plc"|"20550884"|"41 High Street, St Neots, Cambs, PE19 1AS"|"Kimbolton School"|"BARCGB22"|"20-74-99"|"GB05 BARC 2074 9920 5508 84"|"NB. Please ensure that your child's name is entered in the reference field to enable us to identify the correct pupil.

Please remember to enclose a copy of your child's birth certificate and passport with your acceptance paperwork."|"20240228184507"|"AA00078"|""
234|"Course"|"GBP"|"Barclays Bank Plc"|"20796743"|""|"Hurstpierpoint College"|""|"20-65-82"|"B11BARC20658220796743"|""|"20130525"|""|"Hurstpierpoint College"
271|"Course"|"GBP"|"Barclays Bank PL"|"90041084"|"Barclays Bank PLC, 9-11 St Andrews Street, Cambridge, United Kingdom, CB2 3AX"|"Kingsley Education Limited Re Kingsley School"|"BARCGB22"|"20-17-68"|"GB42BARC20176890041084"|"20200428: For payment reference please give full name."|"20200428093540"|"AA00078"|"Kingsley School"
248|"Course"|"GBP"|"National Westminster Bank Plc"|"32106211"|"Tavistock Branch, Bedford Square, Tavistock, Devon, PL19 0AQ"|"Mount Kelly Foundation"|"NWBKGB2L"|"60-21-49"|"GB56NWBK60214932106211"|"Please quote your name"|"20141002231343"|""|"Mount Kelly"
250|"Course"|"GBP"|"HSBC"|"70010081"|"58 High Street, Winchester, Hants, SO23 9BZ"|"Kent College Canterbury"|"MIDLGB2110E"|"40-02-06"|"GB67MIDL40020670010081"|""|"20130525"|""|"Kent College "
133|"Course"|"GBP"|"Natwest"|"30077273"|"135 Bishopsgate London, EC2M 3UR - United Kingdom"|"Cranbrook School Academy Trust"|"NWBKGB2L"|"60-06-18"|"GB04NWBK60061830077273"|""|"20190124183103"|"AA00076"|""
257|"Course"|"GBP"|"Barclays Bank Plc"|"10551066"|"Barclays Business Centre, 41 High Street, St Neots Branch, Huntingdon, Cambs, PE19 1AS"|"Kimbolton School Account"|""|"20-74-81"|""|"Trans. Code: 78. NB. Please ensure that the following reference will be recorded against the transaction to enable us to allocate the cash to your account upon receipt. Quote ref: xxxxxxx(first four letters of surname followed by NP)"|"20130525"|""|"Kimbolton School"
185|"Course"|"GBP"|"Barclays Bank Plc"|"00111635"|"Suffolk Coastal Group, Market Hill, Framlingham, Suffolk"|"Albert Memorial College Main Account"|"BARCGB22"|"20-98-15"|"GB10BARC20981500111635"|""|"20191123152854"|"AA00078"|"Framlingham College"
46|"Course"|"GBP"|"Barclays Bank plc"|"30880469"|"Wokingham Branch, Bracknell Group, PO Box 61, Bracknell, Berkshire, RG12 1GJ, England"|"Reddam House (Berkshire) Ltd"|"BARC GB 22"|"20-71-29"|"GB88BARC20712930880469"|""|"20230516185018"|"AA00078"|""
264|"Course"|"GBP"|"HSBC"|"61362062"|"1 Middle Street, Yeovil, Somerset, BA20 1LR"|"King's School, Bruton"|"HBUKGB4B"|"40-47-28"|"GB81HBUK40472861362062"|""|"20190521175402"|"AA00078"|"King's School Bruton"
265|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00119176"|"Ely Branch, Minster Place, Ely, Cambridgeshire, CB7 4EN"|"The King’s School, Ely"|"LOYDGB21265"|"30-93-05"|"GB94LOYD30930500119176"|""|"20130525"|""|"King's School Ely"
269|"Course"|"GBP"|"HSBC"|"41358170"|"58 High Street, Winchester, Hants, SO23 9BZ"|"Kings' School HCC"|"MIDLGB2113K"|"40-46-39"|"GB71MIDL40463941358170"|""|"20130525"|""|"Kings' School Winchester"
532|"Course"|"GBP"|"Barclays, London Corporate Banking"|"50651591"|"1 Churchill Place, London, E14 5HP"|"The King's School, Canterbury"|"BARCGB22"|"20-00-00"|"GB13BARC20000050651591"|"20220304:

Reference: (surname of pupil)..../ JKS / Reg (Please ensure the latter part of this reference is included)

Reference:  …(surname of pupil)…/JKS/Deposit (please ensure the latter part of this reference is included)

20190924: Old address: London Corporate Banking, 54 Lombard Street, London EC3V 9EX"|"20220304151249"|"AA00078"|"Junior King's School (The)"
241|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00221563"|"Lloyds Chambers, Lloyds Avenue, Ipswich IP1 3HJ"|"Ipswich School No 1 Account"|"LOYDGB21046"|"30-94-55"|"GB52LOYD30945500221563"|"20200123: Please include pupil's full name and year entry (e.g. “September 20_ _”) in the payment details"|"20200123112817"|"AA00078"|"Ipswich School"
285|"Course"|"GBP"|"Barclays Bank Plc"|"00575313"|"Basingstoke and Reading Business Centre PO Box6193 Basingstoke RG21 3RX"|"Leighton Park Trust"|"BARCGB22"|"20-71-03"|"GB88BARC20710300575313"|"Bank transfer or credit card + GBP 5 handling charge"|"20130525"|""|"Leighton Park School"
398|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00234948"|"14 Castle Street, Cirencester, Gloucestershire GL7 1QJ"|"-"|"LOYDGB21102"|"30-92-06"|"GB84LOYD30920600234948"|""|"20230411153838"|"AA00078"|"Rendcomb College"
39|"Course"|"GBP"|"National Westminster Bank Plc"|"47114207"|"54 Market Street, Ashby de la Zouch, Leicestershire, LE65 1BB"|"Ashby School"|"NWBK GB 2L"|"60-01-20"|"GB76 NWBK 6001 2047 1142 07"|"Cheques to be made payable to ""Ashby School""."|"20150128142356"|"AA00032"|"Ashby School"
290|"Course"|"GBP"|"Royal Bank of Scotland"|"39129700"|"The Cross, Paosley, PA1 1DB"|"GENWISE LIMITED"|"BOFSGB21130"|"80-91-27"|"GB13BOFS80912700391297"|""|"20130525"|""|"Lime House School"
291|"Course"|"GBP"|"Barclays Bank Plc"|"90576506"|"Barclays Bank, 8 Market Place, Kettering, Northants"|"""Lincoln Minster"" or ""LMS"""|"BARCGB22"|"20-45-77"|"GB61BARC20457790576506"|""|"20130525"|""|"Lincoln Minster School"
291|"Registration Fee"|"GBP"|"Barclays Bank Plc"|"30035688"|"Barclays Bank, 8 Market Place, Kettering, Northants"|"""Lincoln Minster"" or ""LMS"""|"BARCGB22"|"20-45-77"|"GB51BARC20457730035688"|""|"20130525"|""|"Lincoln Minster School"
293|"Course"|"GBP"|"HSBC"|"11520571"|"15 Lammas Street, Carmarthen, SA31 3AQ"|"Llandovery College"|"MIDLGB2139J"|"40-16-23"|"GB69MIDL40162311520571"|"It is vital and extremely important that the pupil's name is on all financial transfer documents to enable us to check against the relevant pupil's financial paperwork"|"20130525"|""|"Llandovery College"
623|"Course"|"GBP"|"Royal Bank of Scotland"|"00194137"|"Helensburgh Branch, 2 Colquhoun Square, Helensburgh, G84 8SL, Scotland"|"Lomond School Ltd"|"RBOSGB2L"|"83-23-03"|"GB16RBOS83230300194137"|""|"20130525"|""|"Lomond School"
299|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"01427483"|""|"Lord Wandsworth College"|"LOYDGB21227"|"30-93-32"|"GB28LOYD30933201427483"|"If you are paying by bank transfer please, ensure that you include the pupil's name as a reference with your payment."|"20130525"|""|"Lord Wandsworth College"
41|"Registration Fee"|"GBP"|"Lloyds Bank"|"44762868"|"8-11 Cambridge Crescent, Harrogate, HG1 1PQ"|"Ashville College"|"LOYDGB21214"|"30-93-91"|"GB29LOYD30939144762868"|"20191113: bank transfers account"|"20191113113759"|"AA00078"|""
509|"Course"|"GBP"|"Barclays Bank"|"10774014"|"-"|"Stover School Association T/A Stover School"|"BUKBGB22XXX"|"20-60-88"|"GB88BUKB20608810774014"|""|"20180428144924"|"AA00078"|"Stover School"
300|"Course"|"GBP"|"Clydesdale Bank plc"|"50011318"|"140 High Street, Musselburgh EH21 7DZ."|""|"CLYDGB2S"|"82-70-09"|"GB51CLYD82700950011318"|"Please note that all bank transfers should state clearly in the reference the name of the pupil. All payments to overseas banks must have INTERNATIONAL BANK ACCOUNT NOS (IBANS) & BANK IDENTIFER CODES (BICS) .These are normally provided on invoices where they give their bank details but if not they should be asked to provide them."|"20130525"|""|"Loretto School"
30059|"Course"|"GBP"|"HSBC"|"10012637"|"HSBC City Of London 401160, 60 Queen Victoria Street, London, EC4N 4TR"|"Fine Arts College Ltd"|"MIDLGB22"|"40-11-60"|"GB87MIDL40116010012637"|"20191112: Bank details for BACS payment"|"20191112120047"|"AA00078"|""
51|"Course"|"GBP"|"Co-operative Bank"|"65060072"|"London City Office, 80 Cornhill, London EC3V 3NJ"|"The Harpur Trust"|"CPBKGB22"|"08-02-28"|"."|""|"20141218172137"|"AA00032"|"Bedford School Study Centre (BSSC)"
278|"Course"|"GBP"|"Barclays Bank PLC"|"10424668"|"38 Market Street, Lancaster, LA1 1HS"|"LRGS Boarding Account"|"BARCGB22"|"20-47-61"|"GB50 BARC 2047 6110 4246 68"|""|"20170531105952"|"AA00065"|""
413|"Course"|"GBP"|"Barclays Bank"|"00775142"|"1 North End, Croydon, Surrey, CR9 1RN"|"Russell School Trust"|"BARCGB22"|"20-24-87"|"GB53BARC20248700775142"|"[3Apr14] include the reference shown on school invoice on the reverse"|"20181115123057"|"AA00078"|"Russell School Enterprises Ltd"
318|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00081813"|"Somerset"|"Millfield"|"LOYDGB21241"|"30-98-28"|"GB21LOYD30982800081813"|""|"20130525"|""|"Millfield School"
450|"Course"|"GBP"|"Barclays Bank Plc"|"40794104"|"Barclays Corporate, Level 27, 1 Churchill Place, London E14 5HP"|"St Bede’s School Trust Sussex"|"BARCGB22"|"20-06-05"|"GB15BARC20060540794104"|""|"20171209112716"|"AA00078"|"Bede's Junior School"
328|"Course"|"GBP"|"National Westminster Bank Plc"|"33489750"|"5 Market Place, Chesterfield, S40 1TJ"|"Mount St Mary's College"|"NWBKGB2L"|"60-40-09"|"GB48NWBK60400933489750"|""|"20210126171251"|""|"The Bursary, Mount St. Mary's College, College Road, Spinkhill, Sheffield, S21 3YL"
327|"Course"|"GBP"|"HSBC"|"61263315"|"13 Parliament Street York, YO1 8XS"|"The Mount School (York)"|"MIDLGB2109Y"|"40-47-31"|"GB09MIDL40473161263315"|""|"20130525"|""|"Mount School"
30015|"Course"|"GBP"|"Lloyds TSB Bank, plc"|"00119897"|"Cheltenham, High Street"|"Cheltenham College"|"LOYDGB2L"|"30-91-87"|"GB73 LOYD 3091 9700 1198 97"|"BIC Number: LOYDGB 21054"|"20210512165708"|"AA00078"|""
602|"Course"|"GBP"|"Lloyds TSB"|"51279460"|"PO Box 3, Queen Square Wolverhampton WV1 1TF"|"-"|"LOYDGB21114"|"30-99-83"|"GB09 LOYD 3099 8351 2794 60"|"Please give your bank the invoice number together with the student’s name and course dates so that we can trace the payment, then inform us by faxing proof of payment, adding £9 bank transfer fees (charged to us by the bank)."|"20140626115505"|"AA00044"|""
339|"Course"|"GBP"|"National Westminster Bank Plc"|"80929621"|""|"Ockbrook School"|""|"60-12-01"|""|""|"20130525"|""|"Ockbrook School"
62|"Course"|"GBP"|"HSBC"|"2374110"|"PO Box 160, Guildford, Surrey GU1 3YU"|"Bishopstrow College"|"MIDLGB2104L"|"40-22-26"|"GB36MIDL40222602374110"|"Advice to Payee: [Name of student]"|"20160211180403"|"AA00044"|"Bishopstrow College"
344|"Course"|"GBP"|"National Westminster Bank Plc"|"76957837"|"17 Church Street, Oswestry, SY11 2SX"|"Oswestry School"|"NWBKGB2L"|"60-16-04"|"GB14NWBK60160476957837"|""|"20130525"|""|"Oswestry School"
514|"Course"|"GBP"|"Barclays Bank PLC"|"30885509"|"PO Box 326, Cambridge, CB4 3UT, England"|"Studio Language Courses (Cambridge) Ltd."|"BARCGB22"|"20-17-35"|"GB25 BARC 2017 3530 8855 09"|""|"20141227172137"|"AA00032"|"Studio Cambridge"
351|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00006987"|"1 Market Place, Reading, Berkshire, RG1 2EQ"|"Padworth College Trust Ltd"|"GB21011"|"30-96-96"|"GB19LOYD30969600006987"|""|"20130525"|""|"Padworth College"
539|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"32950168"|"9 High Street, Yeovil, Somerset. BA20 1RN"|"The Park School (Yeovil) Ltd"|""|"30-99-98"|"GB75LOYD30999832950168"|""|"20130525"|""|"The Park School"
362|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"05035527"|"8 Royal Parade, Plymouth, Devon PL1 1HB"|"Plymouth College"|"LOYDGB21082"|"30-96-68"|"GB77LOYD30966805035527"|""|"20130525"|""|"Plymouth College"
306|"Course"|"GBP"|"HSBC"|"32613778"|"6 Broad Street, Worcester WR1 2EJ"|"Malvern St James"|"HBUKGB4109U"|"40-47-17"|"GB50 HBUK 40471732613778"|""|"20181109103900"|"AA00078"|"Malvern St James"
370|"Course"|"GBP"|"National Westminster Bank Plc"|"62035274"|"Godalming Branch, 77 High Street, Godalming, Surrey, GU7 1AR"|"Prior's Field School Trust Ltd"|"NWBKGB2L"|"60-09-04"|"GB70NWBK60090462035274"|"Please state the pupil's name as a reference and pay relevant charges for transfer."|"20130525"|""|"Prior's Field School"
208|"Course"|"GBP"|"Barclays Bank Plc"|"60426717"|"Holt Branch, 17 Market Place, Fakenham, Norfolk, NR2I 9BE"|"Gresham's School Fees Account"|"BARCGB22"|"20-30-81"|"GB33BARC20308160426717"|"Please ensure all transfers use the pupil's name as a reference"|"20230105173821"|""|"Gresham’s School Enterprises Limited"
