"school_id"|"coursename"|"description"|"lastupdate"|"staffid"|"remarks"|"year"|"coursedate"|"name"|"subject"
103|"Year 10"|"For TS group exam
2 Compulsory Papers : (1) English as an Additional Language + (2) Mathematics (Section A+B) + Invigilation Sheet

Candidates have to complete ALL papers on the same day.

Return completed papers by email and courier to boardingadmissions@caterhamschool.co.uk. 
Scan all exam scripts in USB and courier the USB as well.

*Mark TOP SCHOOL CANDIDATE on Invigilation Sheet for application made via TOP SCHOOL*

For individual exam
Return completed papers by email ONLY to boardingadmissions@caterhamschool.co.uk."|"20190119122256"|"AA00076"|""|"2019-20"|"20180908"|""|""
103|"Year 12"|"For TS group exam and Native speakers / students who would like to study English Literature as an A Level Subject
1 Compulsory Paper : (1) English + All A-Level Subject Papers chosen by student + A-Level Options Booklet 2019 + Invigilation Sheet

For TS group exam and Non Native speakers 
1 Compulsory Paper : (1) English as an Additonal Language + All A-Level Subject Papers chosen by student + Invigilation Sheet

Students MUST provide 4 A Level subject choices (or 5 if they have chosen Further Maths).

Students are not able to choose both Business Studies or Economics as the courses are similar.

No specific assessment paper for Business Studies, Economics, Psychology, Politics or Computer Science.

Candidates have to complete ALL papers on the same day.

*Mark TOP SCHOOL CANDIDATE on Invigilation Sheet for application made via TOP SCHOOL*

For TS group exam scripts arrangement 
Courier all exam scripts and scan all exam scripts in USB and courier the USB as well.

For individual exam scripts arrangement 
Return completed papers by email ONLY to boardingadmissions@caterhamschool.co.uk (no need to post)

Clarification from Caterham :

AL choice : Maths, F Maths, Econ, Chem Psy >>> Exam Papers : Eng + Maths + Chem
AL choice : Maths, Econ, Psy, Computer Science >>> Exam Papers : Eng + Maths
AL choice : Maths F Maths, Econ, Chem (must choose one more subject) >>> Exam Papers : Eng + Maths + Chem + one more subject (if paper is available)

AL subject choices have to be 4 subjects, but the no. of exam papers no need 4 subjects"|"20190119122713"|"AA00076"|""|"2019-20"|"20180908"|""|""
103|"Year 10"|"For TS group exam
2 Compulsory Papers : (1) English as an Additional Language + (2) Mathematics (Section A+B) + Invigilation Sheet

Candidates have to complete ALL papers on the same day.

*Mark TOP SCHOOL CANDIDATE on Invigilation Sheet for application made via TOP SCHOOL*

For TS group exam scripts arrangement 
Courier all exam scripts and scan all exam scripts in USB and courier the USB as well.

For individual exam scripts arrangement 
Return completed papers by email ONLY to boardingadmissions@caterhamschool.co.uk (no need to post)"|"20190119122727"|"AA00076"|""|"2019-20"|"20180908"|""|""
103|"Year 9"|"For TS group exam
2 Compulsory Papers : (1) English as an Additional Language + (2) Mathematics + Invigilation Sheet

Candidates have to complete ALL papers on the same day.

*Mark TOP SCHOOL CANDIDATE on Invigilation Sheet for application made via TOP SCHOOL*

For TS group exam scripts arrangement 
Courier all exam scripts and scan all exam scripts in USB and courier the USB as well.

For individual exam scripts arrangement 
Return completed papers by email ONLY to boardingadmissions@caterhamschool.co.uk (no need to post)"|"20190119122648"|"AA00076"|""|"2019-20"|"20180908"|""|""
100|"Year 9"|"Pre-Assessment Papers for Headmaster's List Tests
4 Comulsory Papers : (1) English Reading + (2) English Writing + (3) Mathematics + (4) Verbal Reasoning + Instruction Sheet"|"20180207104013"|"AA00068"|""|"2019-20"|"20180207"|""|""
30017|"Year 12"|""|"20160527102239"|"AA00044"|""|"2020-21"|"20160527"|""|""
76|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
76|"Year 10"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
76|"Year 11"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
76|"Year 12"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
76|"Year 13"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
4|"Year 10"|"For BOTH Native and NON Native candidates
3 Compulsory Papers : (1) English + (2) Mathematics + (3) Science"|"20181107083635"|"AA00068"|""|"2019-20"|"20181106"|""|""
4|"Year 12"|"For TS group exam candidates
3 Compulsory Papers : (1) Non-Verbal Reasoning + (2) Numeracy Test (3) Standard English Assessment + 2 Optional Papers chosen by student"|"20181031103808"|"AA00068"|""|"2019-20"|"20181031"|""|""
4|"Year 9"|"For Native candidates
3 Compulsory Papers : (1) English + (2) Mathematics + (3) Science

For NON-Native candidiates
3 Compulsory Papers : (1) English as an Additional Language + (2) Mathematics + (3) Science"|"20181107083637"|"AA00068"|""|"2019-20"|"20181106"|""|""
4|"Year 12"|"For TS group exam candidates
3 Compulsory Papers : (1) Non-Verbal Reasoning + (2) Numeracy Test (3) Standard English Assessment + 2 Optional Papers chosen by student

EXAM PAPERS ARE DESTROYED IMMEDIATELY ONCE CANDIDATE COMPLETE THE EXAM.  NO EXAM PAPER IS SAVED ON SYSTEM. PLS ASK SCHOOL FOR NEW EXAM PAPERS CASE BY CASE."|"20190214104512"|"AA00068"|""|"2019-20"|"20181031"|""|""
412|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
412|"Year 12"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
30015|"Year 8"|"3 Compulsory Papers : (1) English as an Additional Language Online Test + (2) English  + (3) English as an Additional Language + (4) Online Test"|"20190119105657"|"AA00076"|""|"2019-20"|"20181024"|""|""
6|"Year 9"|"3 Compulsory Papers : (1) English + (2) Mathematics + (3) Verbal Reasoning + Declaration of Examination + Self-Appraisal Form"|"20170915174810"|"AA00068"|""|"2019-20"|"20170914"|""|""
524|"Year 12"|"2 Compulsory Papers : (1) English Assessment + (2) Non-Verbal Reasoing + 2-3 Optional Papers (Subject Papers chosen by school) + Invigilation Certificate on the first page of each exam paper

Taunton is happy to use our English paper, so no need for the student to take the English Assessment Paper"|"20181208095730"|"AA00068"|""|"2019-20"|"20181024"|""|""
524|"Year 10"|"2 Compulsory Papers : (1) English Assessment + (2) Non-Verbal Reasoning"|"20181116095018"|"AA00076"|""|"2019-20"|"20181116"|""|""
524|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
68|"Year 12"|"2 Compulsory Papers : (1) English + (2) Mathematics + Invigilation Certificate"|"20180809104648"|"AA00076"|""|"2019-20"|"20180809"|""|""
384|"Year 12"|"No. of optional papers decided by school based on student's AL choice"|"20190215115155"|"AA00068"|""|"2019-20"|"20181114"|""|""
384|"Year 12"|"No. of optional papers decided by school based on student's AL choice

EXAM PAPERS ARE DESTROYED IMMEDIATELY ONCE CANDIDATE COMPLETES THE EXAM.  NO EXAM PAPER IS SAVED ON SYSTEM. PLS ASK SCHOOL FOR NEW EXAM PAPERS CASE BY CASE."|"20190215115247"|"AA00068"|""|"2019-20"|"20181114"|""|""
130|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
130|"Year 10"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
130|"Year 12"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
100|"Year 9"|"Pre-Assessment Papers for Headmaster's List Tests
4 Comulsory Papers : (1) English Reading + (2) English Writing + (3) Mathematics + (4) Verbal Reasoning + Instruction Sheet

For NON Native candidate
5 Compulsory Papers : (1) Combined Science + (2) English + (3) English as an Additional Language (4) Mathematics + (5) Verbal Reasoning Test + Inviglation Certificate

For Native candidate
4 Compulsory Papers : (1) Combined Science + (2) English + (3) Mathematics + (4) Verbal Reasoning Test  + Inviglation Certificate

All exam papers have to be done on the same day."|"20190125171838"|"AA00076"|""|"2019-20"|"20180207"|""|""
100|"Year 10"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
100|"Year 12"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
136|"Year 10"|"3 Compulsory Papers : (1) English + (2) Mathematics + (3) Science + Test Administration Form"|"20190125165600"|"AA00076"|""|"2019-20"|"20181211"|""|"20181211: Availibility"
322|"Year 12"|"2 Compulsory Papers : (1) English as a Secondary Language + (2) Online Test + Optional Paper"|"20181214102207"|"AA00078"|""|"2019-20"|"20181027"|""|"20181214: Availability for boys & girls"
522|"Year 5"|""|"20181023143226"|"AA00078"|""|"2019-20"|"20181023"|""|""
522|"Year 6"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
522|"Year 7"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
522|"Year 8"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
522|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
522|"Year 10"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
522|"Year 11"|""|"20181023143236"|"AA00078"|""|"2019-20"|"20181023"|""|""
394|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
394|"Year 10"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
394|"Year 12"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
468|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
468|"Year 10"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
468|"Year 12"|""|"20190212101151"|"AA00078"|""|"2019-20"|"20190212"|""|"20190212: B full"
508|"Year 9"|"1 Compulsory Paper : (1) Online Test + Invigilation Certificate"|"20181114123955"|"AA00076"|""|"2019-20"|"20181114"|""|""
508|"Year 10"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
508|"Year 12"|"1 Compulsory Paper : (1) Online Test + Invigilation Certificate"|"20181025092910"|"AA00068"|""|"2019-20"|"20181025"|""|""
40|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
250|"Year 11"|"3 Compulsory Papers : (1) English Online + (2) English Writing (3) Mathematics"|"20181024121602"|"AA00068"|""|"2019-20"|"20181024"|""|""
1|"Year 9"|"5 Compulsory Papers : (1) English Grammar Placement + (2) English Paper 1 + (3) English Paper 2 + (4) Mathematics + (5) Verbal Reasoning + Pre Test Letter

Test papers must be taken on the sam day"|"20181011120946"|"AA00068"|""|"2020-21"|"20160901"|""|""
4|"Year 9"|""|"20160901172736"|"AA00044"|""|"2020-21"|""|""|""
1|"Year 9"|"5 Compulsory Papers : (1) English Grammar Placement + (2) English Paper 1 + (3) English Paper 2 + (4) Mathematics + (5) Verbal Reasoning + Pre Test Letter

Test papers must be taken on the sam day"|"20190124181502"|"AA00007"|"Apply One Year before the Entry Year:
Attend AA Screening test between March-August 2019, reach the benchmark required, students will be arranged to attend interview in Top Schools Weekend 2019, after the interview, if the school is happy with the performance, they will invite students to submit registration form and fee and attend entrance exam in early Nov 2019, result will be released before Christmas 2019."|"2020-21"|"20160901"|""|""
21|"Year 9"|""|"20160901172736"|"AA00044"|""|"2020-21"|""|""|""
103|"Year 9"|""|"20160901172736"|"AA00044"|""|"2020-21"|""|""|""
533|"Year 9"|""|"20160901172736"|"AA00044"|""|"2020-21"|""|""|""
22|"Year 9"|""|"20160901172736"|"AA00044"|""|"2020-21"|""|""|""
11|"Year 9"|""|"20160901172736"|"AA00044"|""|"2020-21"|""|""|""
687|"Year 9"|""|"20160901172736"|"AA00044"|""|"2020-21"|""|""|""
16|"Year 9"|""|"20160901172736"|"AA00044"|""|"2020-21"|""|""|""
345|"Year 9"|""|"20160901172736"|"AA00044"|""|"2020-21"|""|""|""
136|"Year 12"|""|"20181211095513"|"AA00078"|""|"2019-20"|"20181211"|""|"20181211: Consider very strong Year 12 boys"
136|"Year 10"|""|"20181211095421"|"AA00078"|""|"2019-20"|"20181211"|""|"20181211: Availibility"
136|"Year 10"|"3 Compulsory Papers : (1) English + (2) Mathematics + (3) Science + Test Administration Form"|"20190125165551"|"AA00076"|""|"2019-20"|"20181211"|""|"20181211: Availibility"
154|"Year 7"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
306|"Year 9"|"2 Compulsory Papers : (1) English Online Test + (2) Online Test + Invigilation Certificate

Candidate should also complete 2 health questionnaires as provided by school :
 
https://malvernstjames.wufoo.com/forms/health-questionnaire-new-page-1/ 
https://malvernstjames.wufoo.com/forms/health-questionnaire-new-page-2"|"20190122140135"|"AA00068"|""|"2019-20"|"20190122"|""|""
140|"Year 11"|""|"20160901172736"|"AA00044"|""|"2020-21"|""|""|""
101|"Year 12"|"1 Compulsory Paper : (1) Online Test + 4 Optional Papers chosen by student + Student Eligibility Form

It is the policy of the College to treat all students fairly when completing the admission tests.  If a student attends CSFC they complete all the admission tests on the same day.  Candidate could take the paper tests in one sitting and the GL assessment on another day.
All students must take 4 subject papers, decision will not be made if only 3 subject papers are done."|"20181030231709"|"AA00007"|""|"2019-20"|"20180924"|""|""
468|"Year 12"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
4|"Year 10"|"For BOTH Native and NON Native candidates
3 Compulsory Papers : (1) English + (2) Mathematics + (3) Science

EXAM PAPERS ARE DESTROYED IMMEDIATELY ONCE CANDIDATE COMPLETES THE EXAM.  NO EXAM PAPER IS SAVED ON SYSTEM. PLS ASK SCHOOL FOR NEW EXAM PAPERS CASE BY CASE."|"20190214104600"|"AA00068"|""|"2019-20"|"20181106"|""|""
4|"Year 9"|"For Native candidates
3 Compulsory Papers : (1) English + (2) Mathematics + (3) Science

For NON-Native candidiates
3 Compulsory Papers : (1) English as an Additional Language + (2) Mathematics + (3) Science

EXAM PAPERS ARE DESTROYED IMMEDIATELY ONCE CANDIDATE COMPLETES THE EXAM.  NO EXAM PAPER IS SAVED ON SYSTEM. PLS ASK SCHOOL FOR NEW EXAM PAPERS CASE BY CASE."|"20190214104537"|"AA00068"|""|"2019-20"|"20181106"|""|""
136|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
522|"1 Year GCSE"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
384|"Year 12"|"1 Compulsory Paper : (1) Mathematics + Optional Paper"|"20181114100523"|"AA00076"|""|"2019-20"|"20181114"|""|""
384|"Year 12"|"No. of optional papers decided by school based on student's AL choice"|"20190215115741"|"AA00068"|""|"2019-20"|"20181114"|""|""
250|"Year 9"|"2 Compulsory Papers : (1) English Online Test + (2) Online Test + Optional Online Test chosen by school"|"20181214145427"|"AA00076"|""|"2019-20"|"20181214"|""|""
250|"Year 10"|"2 Compulsory Papers : (1) English Online Test + (2) Online Test + Optional Online Test chosen by school"|"20181215112510"|"AA00076"|""|"2019-20"|"20181215"|""|""
250|"Year 12"|"3 Compulsory Papers : (1) English Online + (2) English Writing + (3) Mathematics"|"20190124121050"|"AA00076"|""|"2019-20"|"20190124"|""|""
302|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
302|"Year 10"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
302|"Year 12"|"For individual exam
2 Compulsory Papers : (1) English + (2) English Extended Writing + Optional Papers

(No. of Optional Papers decided by school based on student's AL choice)

For Expo candidates
2 Compulsory Papers : (1) English Extended Writing + (2) English Online Test + Optional Papers

(No. of Optional Papers decided by school based on student's AL choice)"|"20190105103722"|"AA00076"|""|"2019-20"|"20181218"|""|""
313|"Year 10"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
313|"Year 9"|"3 Compulsory Papers : (1) English + (2) Mathematics + (3) Non-Verbal Reasoning Test + Invigilation Certificate"|"20181203121042"|"AA00068"|""|"2019-20"|"20181019"|""|""
313|"Year 12"|"1 Compulsory Paper : (1) English + 2 Optional Papers (Subject Papers chosen by school) + Invigilation Certificate"|"20181203124217"|"AA00076"|""|"2019-20"|"20181203"|""|""
322|"Year 9"|""|"20181214102007"|"AA00078"|""|"2019-20"|"20181214"|""|"20181214: Availability for girls only"
322|"Year 9"|""|"20190215135616"|"AA00078"|""|"2019-20"|"20181214"|""|"20190215: G
20181214: Availability for girls only"
322|"Year 10"|"1 Compulsory Paper : (1) English as a Second Language"|"20181214102012"|"AA00078"|""|"2019-20"|"20181128"|""|"20181214: Availability for girls only"
40|"Year 12"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
136|"Year 10"|"3 Compulsory Papers : (1) English + (2) Mathematics + (3) Science + Test Administration Form"|"20190215135229"|"AA00078"|""|"2019-20"|"20181211"|""|"20190215: Full
20181211: Availibility"
136|"Year 9"|""|"20190214180232"|"AA00078"|""|"2019-20"|"20190214"|""|"20190214: Full"
136|"Year 10"|"3 Compulsory Papers : (1) English as an Additional Language + (2) Mathematics + (3) Science + Test Administration Form"|"20190215155133"|"AA00068"|""|"2019-20"|"20181211"|""|"20190215: Full
20181211: Availibility"
214|"Year 7"|""|"20180809171927"|"AA00078"|""|"2019-20"|"20180809"|""|"20180809: Availability"
214|"Year 8"|""|"20180809171930"|"AA00078"|""|"2019-20"|"20180809"|""|"20180809: Availability"
214|"Year 9"|""|"20180809171935"|"AA00078"|""|"2019-20"|"20180809"|""|"20180809: Availability"
214|"Year 10"|""|"20180809171939"|"AA00078"|""|"2019-20"|"20180809"|""|"20180809: Availability"
214|"Year 11"|""|"20180809171943"|"AA00078"|""|"2019-20"|"20180809"|""|"20180809: Availability"
214|"Year 12"|""|"20180809171947"|"AA00078"|""|"2019-20"|"20180809"|""|"20180809: Availability"
430|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
430|"Year 12"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
430|"Year 9"|""|"20190219095854"|"AA00078"|""|"2019-20"|"20190219"|""|"20190219: B & G Availability"
430|"Year 9"|""|"20190219095927"|"AA00078"|""|"2019-20"|"20190219"|""|"20190219: B & G availability"
430|"Year 12"|""|"20190219095921"|"AA00078"|""|"2019-20"|"20190219"|""|"20190219: B availability"
214|"1-Year GCSE"|""|"20180809171957"|"AA00078"|""|"2019-20"|"20160223"|""|"20180809: Availability"
464|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
464|"Year 10"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
464|"Year 12"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
534|"Year 9"|""|"20181212094536"|"AA00078"|""|"2019-20"|"20181212"|""|"20181212: Full"
534|"Year 12"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
534|"Year 9"|""|"20190219113825"|"AA00078"|""|"2019-20"|"20181212"|""|"20190219: G available
20181212: Full"
534|"Year 12"|""|"20190219113835"|"AA00078"|""|"2019-20"|"20190219"|""|"20190219: B available"
10|"Year 9"|"3 Compulsory Papers : (1) English + (2) Mathematics + (3) Non-Verbal Reasoning + Guidance Notes + Invigilation Certificate + Invigilator Instructions"|"20180913100512"|"AA00068"|""|"2019-20"|"20180913"|""|""
10|"Year 12"|"4 Compulsory Papers : (1) English + (2) English Online + (3) Mathematics + (4) Non-Verbal Reasoning + Guidance Notes + Invigilation Certificate + Invigilator Instructions"|"20180913104744"|"AA00068"|""|"2019-20"|"20180913"|""|""
306|"Year 10"|"2 Compulsory Papers : (1) English Online Test + (2) Online Test + Invigilation Certificate"|"20181117100145"|"AA00076"|""|"2019-20"|"20181117"|""|""
110|"Year 9"|"For NATIVE speaking candidates :
3 Compulsory Papers : (1) English + (2) Mathematics + (3) Science + Invigilation Sheet

For NON native speaking candidates
4 Compulsory Papers : (1) EAL Online + (2) English as an Additional Language + (3) Mathematics + (4) Science + Invigilation Sheet"|"20180927163312"|"AA00068"|""|"2019-20"|"20180927"|""|""
110|"Year 10"|"For NATIVE speaking candidates :
3 Compulsory Papers : (1) English + (2) Mathematics + (3) Science + Invigilation Sheet

For NON Native speaking candidates :
4 Compulsory Papers : (1) EAL Online + (2) English as an Additional Language + (3) Mathematics + (4) Science + Invigilation Sheet"|"20180927163315"|"AA00068"|""|"2019-20"|"20180927"|""|""
110|"Year 12"|"For NATIVE speaking candidates :
3 Optional Papers chosen by school + Invigilation Sheet

For NON native speaking candidates :
2 Compulsory Papers : (1) EAL Online + (2) English as an Additional Language + 3 Optional Papers chosen by student + Invigilation Sheet"|"20181023104425"|"AA00007"|""|"2019-20"|"20180927"|""|""
511|"Year 10"|"1 Compulsory Paper : (1) Online Test + Instructions for Online Test"|"20181109112619"|"AA00076"|""|"2019-20"|"20181109"|""|""
511|"Year 10"|"2 Compulsory Papers : (1) English Online Test + (2) Online Test + Instructions for English Online Test + Instructions for Online Test"|"20190221103154"|"AA00068"|""|"2019-20"|"20181109"|""|""
182|"Year 10"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
133|"Year 10"|"1 Compulsory Paper : (1) Online Test + Invigilation Certificate + Test Instructions"|"20181122102205"|"AA00068"|""|"2019-20"|"20181122"|""|""
133|"Year 12"|"1 Compulsory Paper : (1) Online Test + Invigilation Certificate + Test Instructions"|"20190123100019"|"AA00068"|""|"2019-20"|"20190123"|""|""
133|"Year 9"|"1 Compulsory Paper : (1) Online Test + Invigilation Certificate + Test Instructions"|"20181114100138"|"AA00068"|""|"2019-20"|"20181114"|""|""
377|"Year 7"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
377|"Year 8"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
377|"Year 9"|"3 Compulsory Papers : (1) English Online + (2) Mathematics Calculator Paper + (3) Mathematics Non-Calculator Paper + English Online Test Declaration"|"20181006111440"|"AA00068"|""|"2019-20"|"20181006"|""|""
377|"Year 10"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
377|"Year 11"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
377|"Year 12"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
377|"Year 13"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
304|"Year 9"|""|"20181128100522"|"AA00078"|""|"2019-20"|"20181128"|""|"20181128: A few spaces for girls, waiting list for boys"
304|"Year 10"|""|"20181128100539"|"AA00078"|""|"2019-20"|"20181128"|""|"20181128: 3G"
304|"Year 12"|"2 Compulsory Papers : (1) English as an Additional Language + (2) Online Test + Optional Paper + Adminstering Notes + Instruction for Online Test"|"20181128100707"|"AA00078"|""|"2019-20"|"20181005"|""|"20181128: Waiting list for both boys and girls"
7|"Year 9"|"For TS / group exam and NATIVE candidates
3 Compulsory Papers : (1) English + (2) Mathematics + (3) Science + Optional Paper chosen by school + Invigilation Certificate

For TS / group exam and NON NATIVE candidates
4 Compulsory Papers : (1) English + (2) English as an Additional Language Online + (3) Mathematics + (4) Science + Optional Paper chosen by school + Invigilation Certificate

(EAL Online Test : Please note that your personal e-mail address is not used for contact purposes, it is used as a unique identifier and therefore you MUST NOT enter anything other than your own personal e-mail address. NEVER enter your parents or agents e-mail address. The e-mail address needs to be unique to each candidate as the test will not run if the e-mail address has been used by someone else)"|"20190108120010"|"AA00076"|""|"2019-20"|"20190108"|""|""
7|"Year 10"|"For TS / group exam and NON NATIVE candidates
5 Compulsory Papers : (1) English + (2) EAL Online Test + (3) Mathematics 1 + (4) Mathematics 2 + (5) Science (Biology+Chemistry+Physics) + Optional Paper chosen by school + Invigilation Certificate

For TS / group exam and NATIVE candidates
4 Compulsory Papers : (1) English + (2) Mathematics 1 + (3) Mathematics 2 + (4) Science (Biology+Chemistry+Physics) + Optional Paper chosen by school + Invigilation Certificate

(EAL Online Test : Please note that your personal e-mail address is not used for contact purposes, it is used as a unique identifier and therefore you MUST NOT enter anything other than your own personal e-mail address. NEVER enter your parents or agents e-mail address. The e-mail address needs to be unique to each candidate as the test will not run if the e-mail address has been used by someone else)"|"20190109112213"|"AA00076"|""|"2019-20"|"20190109"|""|""
7|"Year 12"|"For TS group exam and NATIVE candidates
2 Compulsory Paper : (1) Critical Thinking Online + (2) General Paper + Invigilation Certificate

For TS group exam and NON native candidates
3 Compulsory Papers : (1) Critical Thinking Online + (2) English as an Additional Language Online + (3) General Paper + Invigilation Certificate

(EAL Online Test : Please note that your personal e-mail address is not used for contact purposes, it is used as a unique identifier and therefore you MUST NOT enter anything other than your own personal e-mail address. NEVER enter your parents or agents e-mail address. The e-mail address needs to be unique to each candidate as the test will not run if the e-mail address has been used by someone else)"|"20181031081347"|"AA00061"|""|"2019-20"|"20181025"|""|""
418|"Year 9"|""|"20170107155748"|"AA00044"|""|"2022-23"|""|""|""
362|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
545|"Year 12"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
545|"Year 10"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
545|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
545|"Year 7"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
545|"Year 8"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
545|"Year 8"|"2 Compulsory Papers : (1) English + (2) Mathematics"|"20190225114633"|"AA00068"|""|"2019-20"|"20190225"|""|""
591|"Year 12"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
591|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
591|"Year 7"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
591|"Year 12"|"2 Compulsory Papers : (1) English for Speakers of Other Language + (2) Mathematics"|"20190225175531"|"AA00068"|""|"2019-20"|"20190225"|""|""
591|"Year 7"|"2 Compulsory Papers : (1) English for Speakers of Other Language + (2) Mathematics"|"20190225175543"|"AA00068"|""|"2019-20"|"20190225"|""|""
591|"Year 9"|"2 Compulsory Papers : (1) English for Speakers of Other Language + (2) Mathematics"|"20190225175538"|"AA00068"|""|"2019-20"|"20190225"|""|""
532|"Year 7"|"Scholarship candidate :
3 Compulsory Papers : (1) English + (2) Mathematics + (3) Thinking Skills"|"20190122115606"|"AA00068"|""|"2019-20"|"20190122"|""|""
532|"Year 7"|"For individual exam :
5 

For Scholarship candidate :
3 Compulsory Papers : (1) English + (2) Mathematics + (3) Thinking Skills"|"20190228104054"|"AA00068"|""|"2019-20"|"20190122"|""|""
591|"Year 9"|"2 Compulsory Papers : (1) English for Speakers of Other Languages + (2) Mathematics"|"20190225175626"|"AA00068"|""|"2019-20"|"20190225"|""|""
185|"Year 9"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
130|"Year 9"|""|"20190215135052"|"AA00078"|""|"2019-20"|"20190215"|""|"20190215: Availability"
130|"Year 10"|""|"20190215135058"|"AA00078"|""|"2019-20"|"20190215"|""|"20190215: Availability"
130|"Year 12"|""|"20190215135102"|"AA00078"|""|"2019-20"|"20190215"|""|"20190215: Availability"
591|"Year 10"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
182|"Year 10"|"2 Compulsory Papers : (1) English + (2) Mathematics"|"20190221181747"|"AA00068"|""|"2019-20"|"20190221"|""|""
182|"Year 12"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
687|"Year 7"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
687|"Year 8"|"For candidates who at English speaking schools
3 Compulsory Papers : (1) English + (2) Mathematics + (3) Verbal Reasoning

For candidates who at a NON English speaking school
3 Compulsory Papers : (1) English as an Additional Language + (2) Mathematics + (3) Verbal Reasoning"|"20181026171812"|"AA00068"|""|"2019-20"|"20181026"|""|""
687|"Year 9"|"For candidates who at English speaking schools
3 Compulsory Papers : (1) English + (2) Mathematics + (3) Science

For candidates who at a NON English speaking school
3 Compulsory Papers : (1) English as an Additional Language + (2) Mathematics + (3) Science"|"20181026171758"|"AA00068"|""|"2019-20"|"20181026"|""|""
687|"Year 10"|"For candidates who at English speaking schools
3 Compulsory Papers : (1) English + (2) Mathematics + (3) Science

For candidates who at a NON English speaking school
3 Compulsory Papers : (1) English as an Additional Language + (2) Mathematics + (3) Science"|"20181026172210"|"AA00068"|""|"2019-20"|"20181026"|""|""
687|"Year 11"|""|"20141003151301"|"AA00003"|""|"2019-20"|""|""|""
