"aa_id"|"event"|"lastupdate"|"staffid"|"remarks"|"email_sent"
"S007907"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2012"|"20120703163503"|"AA00029"|""|"N"
"S007907"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2012"|"20120703163727"|"AA00029"|""|"N"
"S008740"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S008740"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S008740"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S008740"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S008740"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S008740"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S008740"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S008740"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S005373"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S005373"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S006302"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S007865"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S007865"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S007522"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2012"|"20120706143310"|"AA00031"|""|"N"
"S009180"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2012"|"20120704114516"|"AA00002"|""|"N"
"S008740"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2012"|"20120703190811"|"AA00002"|""|"N"
"S007865"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2012"|"20120704123726"|"AA00002"|""|"N"
"S009655"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2012"|"20120706151114"|"AA00031"|""|"N"
"S009099"|"TOP SCHOOLS WEEKEND 2012 TUESDAY"|"20120914182055"|"AA00003"|""|"N"
"S009099"|"TOP SCHOOLS WEEKEND 2012 TUESDAY"|"20120915160957"|"AA00003"|""|"N"
"S002294"|"TOP SCHOOLS WEEKEND 2012 TUESDAY"|"20120915162640"|"AA00003"|""|"N"
"S009403"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S006417"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S008642"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S009098"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S007824"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S008470"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S007573"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S008860"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S009109"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S008681"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S009758"|"TOP SCHOOLS WEEKEND 2012"|"20120725175514"|"AA00029"|""|"N"
"S009042"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S007771"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S009334"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S007230"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S007735"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S009590"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S008971"|"TOP SCHOOLS WEEKEND 2012"|"20120501"|""|""|"N"
"S006742"|"LEWESTON SCHOOL INTERVIEW"|"20130311195929"|""|""|"N"
"S012077"|"TOP SCHOOLS WEEKEND 2012"|"20130506181637"|"AA00019"|""|"N"
"S012091"|"TRENT COLLEGE INTERVIEW (31 MAY 2013)"|"20130518191242"|"AA00020"|""|"N"
"S011725"|"BEDSTONE COLLEGE INTERVIEW (28 MAY 2013)"|"20130523155703"|"AA00029"|""|"N"
"S006864"|"TRENT COLLEGE INTERVIEW (31 MAY 2013)"|"20130520172657"|"AA00020"|""|"N"
"S008956"|"TOP SCHOOLS WEEKEND 2013"|"20130622102639"|"AA00007"|""|"N"
"S012262"|"TOP SCHOOLS WEEKEND 2013"|"20130625171735"|"AA00007"|""|"N"
"S011260"|"TOP SCHOOLS WEEKEND 2013"|"20130615133253"|"AA00007"|""|"N"
"S011376"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S011983"|"TOP SCHOOLS WEEKEND 2013"|"20130618121005"|"AA00007"|""|"N"
"S008018"|"TOP SCHOOLS WEEKEND 2013"|"20130618172838"|"AA00007"|""|"N"
"S011624"|"TOP SCHOOLS WEEKEND 2013"|"20130705164317"|""|""|"N"
"S012352"|"TOP SCHOOLS WEEKEND 2015"|"20130705182500"|"AA00019"|""|"N"
"S011360"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2013"|"20130705185516"|"AA00029"|""|"N"
"S004370"|"TOP SCHOOLS WEEKEND 2013"|"20130709133224"|"AA00007"|""|"N"
"S008482"|"TOP SCHOOLS WEEKEND 2013"|"20130709220021"|"AA00007"|"BR, TB, HA, AB, CH, King, UPP"|"N"
"S012173"|"TOP SCHOOLS WEEKEND 2013"|"20130709220652"|"AA00007"|""|"N"
"S012173"|"TOP SCHOOLS WEEKEND 2013"|"20130709220710"|"AA00007"|"TB, HA, Ab, War, CH"|"N"
"S012027"|"TOP SCHOOLS WEEKEND 2013"|"20130711150134"|"AA00007"|""|"N"
"S005411"|"WHITE HOUSE GUARDIANSHIPS MEETING (17-18 AUG 2013)"|"20130711134453"|"AA00039"|""|"N"
"S004370"|"TOP SCHOOLS WEEKEND 2013"|"20130709133329"|"AA00007"|"Br, TB, King, Charterhouse, (WL: Epsom, Lancing)"|"N"
"S009432"|"TOP SCHOOLS WEEKEND 2013"|"20130711170009"|"AA00007"|""|"N"
"S012024"|"TOP SCHOOLS WEEKEND 2013"|"20130605012143"|"AA00007"|""|"N"
"S012187"|"TOP SCHOOLS WEEKEND 2013"|"20130605012207"|"AA00007"|""|"N"
"S011245"|"TOP SCHOOLS WEEKEND 2013"|"20130711235124"|"AA00007"|""|"N"
"S011521"|"TOP SCHOOLS WEEKEND 2013"|"20130711235835"|"AA00007"|""|"N"
"S006269"|"TOP SCHOOLS WEEKEND 2013"|"20130711235907"|"AA00007"|""|"N"
"S011372"|"TOP SCHOOLS WEEKEND 2013"|"20130605012334"|"AA00007"|""|"N"
"S007275"|"TOP SCHOOLS WEEKEND 2013"|"20130621203957"|"AA00007"|""|"N"
"S008822"|"TOP SCHOOLS WEEKEND 2013"|"20130712000424"|"AA00007"|""|"N"
"S008822"|"TOP SCHOOLS WEEKEND 2012"|"20130712000433"|"AA00007"|"King"|"N"
"S008822"|"TOP SCHOOLS WEEKEND 2012"|"20130712000502"|"AA00007"|""|"N"
"S008076"|"TOP SCHOOLS WEEKEND 2013"|"20130712174042"|"AA00033"|""|"N"
"S012245"|"TOP SCHOOLS WEEKEND 2013"|"20130614125751"|""|""|"N"
"S012115"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2013"|"20130712193529"|"AA00029"|""|"N"
"S012374"|"UK EDUCATION EXPO (OCT 2013)"|"20130712214422"|"AA00007"|""|"N"
"S008171"|"WHITE HOUSE GUARDIANSHIPS MEETING (17-18 AUG 2013)"|"20130711134403"|"AA00039"|""|"N"
"S008171"|"WHITE HOUSE GUARDIANSHIPS MEETING (17-18 AUG 2013)"|"20130717150545"|"AA00039"|""|"N"
"S007208"|"TOP SCHOOLS WEEKEND 2013"|"20130609203033"|"AA00007"|""|"N"
"S012036"|"TOP SCHOOLS WEEKEND 2015"|"20130718164743"|"AA00019"|""|"N"
"S012036"|"TOP SCHOOLS WEEKEND 2014"|"20130718164739"|"AA00019"|""|"N"
"S007151"|"TOP SCHOOLS WEEKEND 2013"|"20130711235113"|"AA00007"|""|"N"
"S009581"|"TOP SCHOOLS WEEKEND 2013"|"20130712000338"|"AA00007"|""|"N"
"S012319"|"TOP SCHOOLS WEEKEND 2013"|"20130711235615"|"AA00007"|""|"N"
"S009804"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S007979"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S011203"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S011310"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S011435"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S009716"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S011518"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S006993"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S011458"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S011344"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S011428"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S006934"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S009201"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S009870"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S011068"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S007599"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S011362"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S009682"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S010067"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S008656"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S008894"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S007844"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S009602"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S011224"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S008685"|"TOP SCHOOLS WEEKEND 2013"|"20130711181931"|"AA00029"|""|"N"
"S009507"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S007735"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S009367"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S007771"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S010096"|"TOP SCHOOLS WEEKEND 2014"|"20130803155353"|"AA00002"|""|"N"
"S012637"|"TOP SCHOOLS WEEKEND 2013"|"20130808132003"|"AA00019"|""|"N"
"S012414"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2012"|"20130812181158"|"AA00029"|""|"N"
"S004978"|"WHITE HOUSE GUARDIANSHIPS MEETING (17-18 AUG 2013)"|"20130716122422"|"AA00039"|""|"N"
"S006777"|"UK EDUCATION EXPO (OCT 2013)"|"20130719114919"|"AA00029"|""|"N"
"S012314"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2013"|"20130712203945"|"AA00007"|""|"N"
"S012314"|"TOP SCHOOLS WEEKEND 2013"|"20130712203802"|"AA00007"|""|"N"
"S002294"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2013"|"20130705135931"|"AA00003"|""|"N"
"S002294"|"TOP SCHOOLS WEEKEND 2013"|"20130705135924"|"AA00003"|""|"N"
"S002294"|"OLD SWINFORD HOSPITAL INTERVIEW (18-19 JAN 2014)"|"20130822125141"|"AA00003"|""|"N"
"S030274"|"TOP SCHOOLS WEEKEND 2013"|"20130829160104"|"AA00029"|""|"N"
"S009830"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2013"|"20130715175459"|"AA00020"|""|"N"
"S006777"|"UK EDUCATION EXPO (OCT 2013)"|"20130817155712"|"AA00029"|"interested in Cardiff and CRGS"|"N"
"S012071"|"TOP SCHOOLS WEEKEND 2013"|"20130815165625"|"AA00029"|""|"N"
"S030321"|"BEDSTONE COLLEGE INTERVIEW (28 MAY 2013)"|"20130906161439"|"AA00020"|""|"N"
"S011496"|"TOP SCHOOLS WEEKEND 2013"|"20130712222703"|"AA00020"|""|"N"
"S011103"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S012232"|"TOP SCHOOLS WEEKEND 2013"|"20130615155232"|"AA00020"|""|"N"
"S011438"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S008511"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S007905"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S009941"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S007475"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S007123"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S012281"|"TOP SCHOOLS WEEKEND 2013"|"20130622182242"|"AA00019"|""|"N"
"S009305"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S030163"|"TOP SCHOOLS WEEKEND 2013"|"20130824140217"|"AA00033"|""|"N"
"S011360"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2013"|"20130705185716"|"AA00029"|""|"N"
"S012024"|"TOP SCHOOLS WEEKEND 2013"|"20130711234802"|"AA00007"|"Headington Badminton"|"N"
"S030350"|"TOP SCHOOLS WEEKEND 2013 TUESDAY"|"20130911155925"|"AA00002"|""|"N"
"S011947"|"UK EDUCATION EXPO (OCT 2013)"|"20130727103624"|"AA00002"|""|"N"
"S030358"|"TOP SCHOOLS WEEKEND 2013"|"20130912163824"|"AA00020"|""|"N"
"S011347"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2013"|"20130712183757"|"AA00020"|""|"N"
"S030286"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2013"|"20130909194352"|"AA00020"|""|"N"
"S012187"|"TOP SCHOOLS WEEKEND 2013"|"20130711234822"|"AA00007"|"CH"|"N"
"S008282"|"TOP SCHOOLS WEEKEND 2013"|"20130604"|""|""|"N"
"S011936"|"TOP SCHOOLS WEEKEND 2013"|"20130711235506"|"AA00007"|""|"N"
"S030243"|"TOP SCHOOLS WEEKEND 2013"|"20130902115854"|"AA00020"|""|"N"
"S012263"|"TOP SCHOOLS WEEKEND 2013"|"20130621200824"|"AA00020"|""|"N"
"S030322"|"TOP SCHOOLS WEEKEND 2013"|"20130906180336"|"AA00029"|""|"N"
"S012274"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2012"|"20130921161952"|"AA00025"|""|"N"
"S012274"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2013"|"20130921162006"|"AA00025"|""|"N"
"S012383"|"HEADINGTON SCHOOL – 2ND INTERVIEW (SEP 2014 SIXTH FORM ENTRY)"|"20131005114836"|"AA00039"|""|"N"
"S030454"|"TOP SCHOOLS WEEKEND 2013"|"20131005162938"|"AA00019"|""|"N"
"S007890"|"WYMONDHAM COLLEGE INTERVIEW (23-24 OCT 2013)"|"20131008121046"|"AA00019"|""|"N"
"S030442"|"WYMONDHAM COLLEGE INTERVIEW (23-24 OCT 2013)"|"20131008155930"|"AA00020"|""|"N"
"S004320"|"UK EDUCATION EXPO (OCT 2013)"|"20130727103522"|"AA00002"|""|"N"
"S007899"|"UK EDUCATION EXPO (OCT 2013)"|"20131015145645"|"AA00019"|""|"N"
"S006369"|"UK EDUCATION EXPO (OCT 2013)"|"20131014185002"|"AA00003"|""|"N"
"S030338"|"UK EDUCATION EXPO (OCT 2013)"|"20130907182457"|"AA00029"|""|"N"
"S006369"|"UK EDUCATION EXPO (OCT 2013)"|"20131016163014"|"AA00027"|""|"N"
"S009956"|"UK EDUCATION EXPO (OCT 2013)"|"20130909203525"|"AA00029"|""|"N"
"S009505"|"UK EDUCATION EXPO (OCT 2013)"|"20131005135715"|"AA00029"|""|"N"
"S012190"|"TOP SCHOOLS WEEKEND 2012"|"20131017122909"|"AA00019"|""|"N"
"S030169"|"UK EDUCATION EXPO (OCT 2013)"|"20131017133139"|"AA00019"|""|"N"
"S012553"|"UK EDUCATION EXPO (OCT 2013)"|"20130912122352"|"AA00033"|""|"N"
"S012553"|"TOP SCHOOLS WEEKEND 2013"|"20131017185916"|"AA00033"|""|"N"
"S030437"|"UK EDUCATION EXPO (OCT 2013)"|"20131017114828"|"AA00033"|""|"N"
"S030525"|"UK EDUCATION EXPO (OCT 2013)"|"20131019125633"|"30012"|""|"N"
"S010888"|"UK EDUCATION EXPO (OCT 2013)"|"20131019115018"|"30012"|""|"N"
"S006737"|"UK EDUCATION EXPO (OCT 2013)"|"20131019131233"|"30012"|""|"N"
"S012145"|"UK EDUCATION EXPO (OCT 2013)"|"20131007124628"|"AA00002"|""|"N"
"S006737"|"UK EDUCATION EXPO (OCT 2013)"|"20131019131316"|"30012"|"Wendy's old case, in HK already, change school"|"N"
"S030533"|"UK EDUCATION EXPO (OCT 2013)"|"20131019134841"|"30012"|""|"N"
"S011163"|"UK EDUCATION EXPO (OCT 2013)"|"20131017152055"|"AA00033"|""|"N"
"S011163"|"UK EDUCATION EXPO (OCT 2013)"|"20131019141824"|"30012"|"redo AA"|"N"
"S011163"|"UK EDUCATION EXPO (OCT 2013)"|"20131019141856"|"30012"|"redo AA - (Day 1 - Oct Expo 13)"|"N"
"S011683"|"UK EDUCATION EXPO (OCT 2013)"|"20131019140254"|"30012"|""|"N"
"S011163"|"UK EDUCATION EXPO (OCT 2013)"|"20131019143027"|"30012"|"redo AA - (Day 1 - Oct Expo 13), provider school reports and certs, submitted application form"|"N"
"S030539"|"UK EDUCATION EXPO (OCT 2013)"|"20131019142848"|"30012"|""|"N"
"S030541"|"UK EDUCATION EXPO (OCT 2013)"|"20131019143956"|"30012"|""|"N"
"S030186"|"UK EDUCATION EXPO (OCT 2013)"|"20131019141949"|"30012"|""|"N"
"S011683"|"UK EDUCATION EXPO (OCT 2013)"|"20131019142951"|"30012"|"Report and cert to be provided
School report and Certs are provided on 19 Oct 2013"|"N"
"S011683"|"UK EDUCATION EXPO (OCT 2013)"|"20131019142951"|"30012"|"Report and cert to be provided
School report and Certs are provided on 19 Oct 2013"|"N"
"S011683"|"UK EDUCATION EXPO (OCT 2013)"|"20131019145459"|"30012"|"Report and cert to be provided
School report and Certs are provided on 19 Oct 2013"|"N"
"S030544"|"UK EDUCATION EXPO (OCT 2013)"|"20131019145839"|"30012"|""|"N"
"S030421"|"UK EDUCATION EXPO (OCT 2013)"|"20131015164101"|"AA00019"|""|"N"
"S009688"|"UK EDUCATION EXPO (OCT 2013)"|"20131019151514"|"30012"|""|"N"
"S011602"|"UK EDUCATION EXPO (OCT 2013)"|"20131012163649"|"AA00020"|""|"N"
"S012113"|"UK EDUCATION EXPO (OCT 2013)"|"20131017153256"|"AA00019"|""|"N"
"S030513"|"UK EDUCATION EXPO (OCT 2013)"|"20131016210524"|"AA00029"|""|"N"
"S030560"|"UK EDUCATION EXPO (OCT 2013)"|"20131019162528"|"30012"|""|"N"
"S030561"|"UK EDUCATION EXPO (OCT 2013)"|"20131019162556"|"30012"|""|"N"
"S009804"|"UK EDUCATION EXPO (OCT 2013)"|"20131017153557"|"AA00029"|""|"N"
"S030540"|"UK EDUCATION EXPO (OCT 2013)"|"20131019143432"|"30012"|""|"N"
"S030569"|"UK EDUCATION EXPO (OCT 2013)"|"20131019170848"|"30012"|""|"N"
"S030568"|"TOP SCHOOLS WEEKEND 2012"|"20131019171128"|"30012"|"brother of LIN Winnie"|"N"
"S030568"|"UK EDUCATION EXPO (OCT 2013)"|"20131019170728"|"30012"|""|"N"
"S030568"|"TOP SCHOOLS WEEKEND 2012"|"20131019171150"|"30012"|""|"N"
"S012347"|"UK EDUCATION EXPO (OCT 2013)"|"20131019154951"|"30012"|""|"N"
"S030527"|"UK EDUCATION EXPO (OCT 2013)"|"20131019131148"|"30012"|""|"N"
"S009804"|"UK EDUCATION EXPO (OCT 2013)"|"20131019163505"|"30012"|"REDO DAY 1 (OCT EXPO 2013)"|"N"
"S030577"|"UK EDUCATION EXPO (OCT 2013)"|"20131019174030"|"30012"|""|"N"
"S030578"|"UK EDUCATION EXPO (OCT 2013)"|"20131019174820"|"30012"|""|"N"
"S030581"|"UK EDUCATION EXPO (OCT 2013)"|"20131019181221"|"30012"|""|"N"
"S006192"|"UK EDUCATION EXPO (OCT 2013)"|"20131019174426"|"30012"|"Diane's reactivated Case"|"N"
"S007962"|"UK EDUCATION EXPO (OCT 2013)"|"20131019171507"|"30012"|"REDO AA (DAY 1 - OCT EXPO13)"|"N"
"S030570"|"UK EDUCATION EXPO (OCT 2013)"|"20131019171230"|"30012"|""|"N"
"S030589"|"UK EDUCATION EXPO (OCT 2013)"|"20131019190536"|"30012"|""|"N"
"S012454"|"UK EDUCATION EXPO (OCT 2013)"|"20131019121917"|"30012"|""|"N"
"S012454"|"UK EDUCATION EXPO (OCT 2013)"|"20131020092749"|"30012"|"Resubmit student information on 20 Oct 2013"|"N"
"S030518"|"UK EDUCATION EXPO (OCT 2013)"|"20131019122208"|"30012"|""|"N"
"S030520"|"UK EDUCATION EXPO (OCT 2013)"|"20131019124243"|"30012"|""|"N"
"S030542"|"UK EDUCATION EXPO (OCT 2013)"|"20131019144534"|"30012"|""|"N"
"S009901"|"UK EDUCATION EXPO (OCT 2013)"|"20131020114916"|"30012"|""|"N"
"S030599"|"UK EDUCATION EXPO (OCT 2013)"|"20131020115337"|"30012"|""|"N"
"S030597"|"UK EDUCATION EXPO (OCT 2013)"|"20131020115312"|"30012"|""|"N"
"S030597"|"UK EDUCATION EXPO (OCT 2013)"|"20131020115409"|"30012"|"ook on 26/10 for ada, student completed step 5 - check record"|"N"
"S030600"|"UK EDUCATION EXPO (OCT 2013)"|"20131020121034"|"30012"|""|"N"
"S008649"|"UK EDUCATION EXPO (OCT 2013)"|"20131011184758"|"AA00002"|""|"N"
"S030605"|"UK EDUCATION EXPO (OCT 2013)"|"20131020123801"|"30012"|"Student will take IGCSE in May 2014"|"N"
"S030263"|"UK EDUCATION EXPO (OCT 2013)"|"20131011220731"|"AA00019"|""|"N"
"S030609"|"UK EDUCATION EXPO (OCT 2013)"|"20131020125142"|"30012"|""|"N"
"S009901"|"UK EDUCATION EXPO (OCT 2013)"|"20131020114927"|"30012"|"REDO DAY 2 (OCT EXPO 2013)"|"N"
"S009505"|"UK EDUCATION EXPO (OCT 2013)"|"20131020113821"|"30012"|"REDO DAY 2 (OCT EXPO 2013)"|"N"
"S030485"|"UK EDUCATION EXPO (OCT 2013)"|"20131012115900"|"AA00019"|""|"N"
"S009054"|"UK EDUCATION EXPO (OCT 2013)"|"20131020141003"|"30012"|""|"N"
"S030621"|"UK EDUCATION EXPO (OCT 2013)"|"20131020142716"|"30012"|""|"N"
"S030615"|"UK EDUCATION EXPO (OCT 2013)"|"20131020131724"|"30012"|""|"N"
"S030625"|"UK EDUCATION EXPO (OCT 2013)"|"20131020150226"|"30012"|""|"N"
"S012297"|"UK EDUCATION EXPO (OCT 2013)"|"20131020150413"|"30012"|""|"N"
"S030395"|"UK EDUCATION EXPO (OCT 2013)"|"20131010150032"|"AA00029"|""|"N"
"S006625"|"UK EDUCATION EXPO (OCT 2013)"|"20131020152926"|"30012"|""|"N"
"S030577"|"UK EDUCATION EXPO (OCT 2013)"|"20131019174117"|"30012"|"will do AA Test on 20/10"|"N"
"S030632"|"UK EDUCATION EXPO (OCT 2013)"|"20131020154337"|"30012"|""|"N"
"S030484"|"UK EDUCATION EXPO (OCT 2013)"|"20131012122026"|"AA00002"|""|"N"
"S030637"|"UK EDUCATION EXPO (OCT 2013)"|"20131020161010"|"30012"|""|"N"
"S030642"|"UK EDUCATION EXPO (OCT 2013)"|"20131020164120"|"30012"|""|"N"
"S030642"|"UK EDUCATION EXPO (OCT 2013)"|"20131020164143"|"30012"|"WAN Chun Wah, Michael c/o Ada"|"N"
"S012541"|"UK EDUCATION EXPO (OCT 2013)"|"20131020165528"|"30012"|""|"N"
"S030637"|"UK EDUCATION EXPO (OCT 2013)"|"20131020161452"|"30012"|"Take care by Battie, student take AA test Sun 3:00 pm"|"N"
"S030642"|"UK EDUCATION EXPO (OCT 2013)"|"20131020164234"|"30012"|"Brother WAN Chun Wah, Michael studied in CRGS in Sep 2010, was Ada's case"|"N"
"S009687"|"UK EDUCATION EXPO (OCT 2013)"|"20131020142457"|"30012"|""|"N"
"S009687"|"UK EDUCATION EXPO (OCT 2013)"|"20131020172026"|"30012"|"redo AA, was"|"N"
"S009686"|"UK EDUCATION EXPO (OCT 2013)"|"20131020141357"|"30012"|""|"N"
"S009687"|"UK EDUCATION EXPO (OCT 2013)"|"20131020172100"|"30012"|"redo AA, was Wendy's case (Day 2 - Oct Epo 2013)"|"N"
"S011940"|"UK EDUCATION EXPO (OCT 2013)"|"20131020175156"|"30012"|""|"N"
"S011940"|"UK EDUCATION EXPO (OCT 2013)"|"20131020175857"|"30012"|"redo AA (Day 2 - Oct Expo 2013)"|"N"
"S030410"|"UK EDUCATION EXPO (OCT 2013)"|"20131016192513"|"AA00029"|""|"N"
"S030659"|"UK EDUCATION EXPO (OCT 2013)"|"20131020182146"|"30012"|""|"N"
"S030661"|"UK EDUCATION EXPO (OCT 2013)"|"20131020183427"|"30012"|""|"N"
"S030661"|"UK EDUCATION EXPO (OCT 2013)"|"20131020183514"|"30012"|"do AA on 25/10 @10:00"|"N"
"S030663"|"UK EDUCATION EXPO (OCT 2013)"|"20131020184636"|"30012"|""|"N"
"S030666"|"UK EDUCATION EXPO (OCT 2013)"|"20131020191157"|"30012"|""|"N"
"S030610"|"UK EDUCATION EXPO (OCT 2013)"|"20131020125439"|"30012"|""|"N"
"S012213"|"CITY OF LONDON FREEMEN'S SCHOOL INTERVIEW (2-3 NOV 2013)"|"20131022130813"|"AA00039"|""|"N"
"S011331"|"HARROW SCHOOL (SECOND INTERVIEW-20 OCT 2012)"|"20131024102139"|"AA00039"|""|"N"
"S012115"|"HEADINGTON SCHOOL – 2ND INTERVIEW (SEP 2014 SIXTH FORM ENTRY)"|"20131026174027"|"AA00039"|""|"N"
"S030752"|"TOP SCHOOLS WEEKEND 2013"|"20131113215310"|"AA00019"|"HR, TB
music scholarship"|"N"
"S030775"|"BEDSTONE COLLEGE INTERVIEW (28 MAY 2013)"|"20131122190238"|"AA00020"|""|"N"
"S030784"|"TOP SCHOOLS WEEKEND 2015"|"20131122190958"|"AA00029"|""|"N"
"S030551"|"OLD SWINFORD HOSPITAL INTERVIEW (18-19 JAN 2014)"|"20131122120133"|"AA00020"|""|"N"
"S030889"|"TOP SCHOOLS WEEKEND 2014"|"20131214134124"|"AA00019"|""|"N"
"S030306"|"OLD SWINFORD HOSPITAL INTERVIEW (18-19 JAN 2014)"|"20130918103644"|"AA00020"|""|"N"
"S012261"|"HEADINGTON SCHOOL – 2ND INTERVIEW (SEP 2014 LOWER FORM ENTRY)"|"20131024102305"|"AA00039"|""|"N"
"S010054"|"TOP SCHOOLS WEEKEND 2014"|"20131227100927"|"AA00007"|""|"N"
"S030945"|"TOP SCHOOLS WEEKEND 2014"|"20131227133714"|"AA00019"|""|"N"
