"school_id"|"visitdate"|"lastupdate"|"staffid"|"remarks"|"schoolcontact"|"visitlog"|"result"
28|"20160218"|"20160218102019"|"AA00029"|"Location: Yorkshire Area West 	   					Board Age: 11-20
School type: Co-ed 	      							

School:
-	1779
-	2 hours to London
-	10 mins from train station
-	Minibus from airport
-	Hostel, nearby for family to stay while visiting
-	25% international in boarding school
-	New 6th Centre, library and sport hall
-	No more than 20 students in each class
-	No sat school but have enrichment
-	3-4 excursions 
-	Entrance exam : Eng & Math + skype interview even Sixth form
-	23 nationalities , 30-35 HK students
-	50+ activities  (Leadership day, field trips, dance, gymnastics, aerobics, silversmithing, drama, art, textiles, DT, IT, model railway club, cyber club, swing band, ensembles, choirs, orchestra, cookery)
-	EFL, Dyslexic Support, Autism Resource

Academic:
-	Students study 3 subjects in Sixth Form
-	Offers Scholarship ( Academic, Music, Drama, Sport, Art)
-	GCSE: English, Mathematics, Science, and four option subjects (Art and Design (Fine Art) ,Design and Technology (Resistant Materials), Drama and Theatre Arts , Food Preparation and Nutrition, Music, Physical Education)
-	Alevel: Psy, PE, Design & Technology, Drama & Theatre Studies, Economics, Business Studies
-	1 year IGCSE, IELTS
-	2 or 3years A level
-	International Centre (IC)
-	
Boarding:
-	2 boarding houses ( 1Girl and 1Boy)
-	Most boarders share a bedroom with one or two other students.
-	Resident staffs are available at all times and other staffs, including the Head and Deputy Head, live on site
Sport:
-	Strong Squash 
-	onsite table tennis Academy (top 10 in under 15; top 5 in under 14)
-	Major :football, hockey, netball, tennis, rounders, swimming and athletics
-	basketball, badminton, table tennis, volleyball, squash, fitness training and fencing"|""|""|""
511|"20160218"|"20160223105508"|"AA00054"|"Strathallan School
Est 1913
Co-ed
505 Pupils : 348 Boarders
153 Acres

	16% international student
	6 student from HK/China at the moment
	Saturday school – 1/2 day
	Aged 9-13 Junior House – shared dorm with 4 pupils
	Year 10 boys onward will have a single room
	Year 9 girls onward will have a single room
	CCF - Navy and Army
	3 Girl Houses 
	4 Boy Houses
	1 Junior House
	All teacher live onsite
	Buddy system


	Offers Scottish High and GCSE/Alevel
	EAL included in the fee 

	Each year the choir sings to the Queen
	Very strong in sports – Under 16 Champion in Boys Scottish Rugby League – Under 18 Girls Scottish Hockey league 

	New Dance and drama studio opened this year

	Sibling discount – 5-10%

	Own entrance test – happy to look at UKiset too. 
	Offers Scholarship in Art, Music, D.T, Sports, Carol and academi. No need to fly to UK for assessment.

	Small charge for airport pick up

	Partnership with Bishopstrow - For students who is not as strong in english."|""|""|""
146|"20160314"|"20160314170433"|"AA00029"|"Location: Dover, Kent	   								Board Age: 11-18
School type: Co-ed 	      						

School:
-	1871
-	Traditional School , old school, family school
-	Focus on polite, teaching people behavior 
-	420 – 440 students
-	Class size:
	GCSE: no more than 15 students
	AL: no more than 8 students
-	High leave teaching, close relation with teachers & students
-	25 % international, mostly from EU, few Asian, Russian 
-	Strong EAL, free of charge , new ISC Centre 
-	Skype interview with Headmaster
-	On top of 6-7hours per week for EAL
-	No exeat and sat school but busy
-	1 hours train to London, 1hours and 40 mins to Heathrow
-	Free shuttle bus airport pick up 
-	IDEALS:
	I = International, many day people and boarder join together
	D= Democracy, School counselor, student counselor 
	E= Education, give achieve in academic 
	A= Adventure, play sport, music, good choir and house music competition  
	L= Leadership, how to be a good leader, how to support each other
	S= Service, Service to each other, looking at each other
-	New art centre and multiple centre
-	Uniform purchase online
-	Scholarship offer
	Music: 10% deduction/free lesson
	Academic: Academic entrance paper
	Offer Scholarship for Y7/Y9/Y12, Also may consider Y10 application 
-	Over 50 activities are available during lunch breaks and after school.

Academic:
-	2015 ALevel: A*- A =36%
-	Alevel: 4 subjects for AS then focus 3 subjects 
-	Subjects Choice: BTecs in Sport and Physical Education, Health and Social Care as well as Travel and Tourism. ALevel subjects include Maths, Further Maths, Design Technology, Textiles, Chemistry, French, Spanish, Physics, Biology, Music, English, Economics, Art, Information Communication Technology, History, Geography, Geology and Drama
-	Leavers 2015: 90% of pupils go to the University of their Choice
-	University destinations: Imperial College, London School of Economics, Edinburgh, Bath, Exeter, Southampton, Royal Holloway, Royal College of Music

Boarding:
-	Vertical boarding house
-	All boarding houses are mixture of day and boarding students 
-	2 Boys and 2 girls’ boarding house 

Sport: 
-	main sports: Football, Hockey, Netball, Rounder, Tennis and crickets
-	Cross-country popular and successful and main sport
-	Aerobics, basketball, sailing with Dover Sailing club, Swimming at a local pool
-	Sport compulsory up to sixth from and most carry on after that"|""|""|""
652|"20160511"|"20160511135026"|"AA00029"|"Cambridge Tutors College
-	1958
-	Small - below 200 students 
-	Focusing academic, mainly A level, GCSE
-	London 15 mins by train
-	No need wear uniform 
-	More adult experience 
-	85% International ( Mostly Chinese) 
-	University Destination : Oxford, Cambridge, UCL, LSE, Imperial, Warwick, Bristol, Durham
-	Parent portal: weekly test result, attendance
-	34 countries 
-	Class size: 1:6
-	Personal tutor system , 1 on 1 
-	No Guardian
Academic:
-	A –Level course ( 18 months and 2 years) 
-	Pre sixth GCSE course
-	Pre sixth Foundation course
-	Three A-Level programme
-	Facilitating Subject ( Not including Econ )  
-	Free EAL 
Accommodation:
-	Homestay
-	Boarding house 
Sport
Football, basketball, badminton, table tennis and tennis.
Activity
Ice skating, tenpin bowling ,visits to the theatre, The Duke of Edinburgh’s Award, Debating, Physics Olympiad, Biology Olympiad,"|""|""|""
288|"20150430"|"20160414183237"|"AA00039"|"Consultant's visit: 

Campus Location:
The school is located in Berkshire. The nearest station is Ascot, less than an hour from London Waterloo. The school is about 15mins away from the station for a taxi. 

Campus:
The campus is around 30 acres. Teaching blocks are concentrated with each other. 
The reception is just next to the school gate.

Accommodation:
There are 4 boarding houses. Boarding is organised by age-group – small shared bedrooms for the younger girls, moving to twin rooms further up the school. The boarding environment of the lower form students is very nice. The rooms are very spacious.

Facilities:
The school contains a 25-metre indoor swimming pool, theatre with hi-tech lighting, a recording studio, sports facilities including 4 tennis courts, a gym and a rock climbing wall. There is an all-weather sports pitch at school.

Suitable For:
Average academic result students and those who need to build up self-confidence.

NOT Suitable For:
Academic student, high requirement for school activities and academic result

AA Comment:
This is a non-selective school. There are not many Chinese students at school.
The reception area is very bright and decent. However, the interior of the school is a bit old and refurbishment is required."|""|""|""
11|"20160503"|"20180322181013"|"AA00042"|"Consultant's visit by Flora 03052016
Campus Location
Shrewsbury School is situated in Shrophire, to the northwest of Birmingham. As there is no direct train service to this location, one has to change train in Birmingham in order to get there. The train journey takes about 2 hours 45 mins. To reach the toun centre, however a 10 mins walk is required from Shrewsbury train station, whereas a 15 mins ride by taxi is needed in order to get from Shrewsbury train station to the institute.

Campus

-150 acres, red bricked buildings, lots of greens

Accommodation
A total of 9 boarding houses and 2 day houses can be found within the school campus. I was taken on a tour to the “School House” right next to the main school. The boarding house system is described as a vertical one which implies that one can find all year groups boarders under the same roof.
The school house can accommodate a total of 84 boarders spreading over a building 5 storeys high.
	
For lower form boarders, they can share a room with a minimum of two and a maximum of 5 occupants. No desk can be found in the room however to ensure that studying activities are confined to the study room. In order words, the sleeping room sole purpose is only meant for resting. 
The 6th formers, nonetheless, are entitled to have the privileges of staying alone in single rooms of their own. They enjoy more privacy.

I was also shown to a place called” Emma Darwin Hall” which incidentally is a boarding house for girls. Everything there was nice, brand new and modern. Here, one can enjoy the convenience of having desks to work and above all, elevators for climbing staircases instead. 

Facilities

- The resourceful library is well-stocked with materials of all kinds of tranquil and cosy environment make one feels like reading at home. 
- The Economics and Science building is a newly completed classroom block which looks a bit more modern in comparison to the order surrounding building complex.
- Sport is highly valued here in Shrewsbury School. Football is the most popular sport pursued by the majority of the students who find it most enjoyable with the numerous up-dated facilities available. 
Rowing has become a big sport here at Shrewsbury School too. The rowing teams here as can be expected, quite sizable in nature.
Other sports like Rugby, netball, fencing, badminton, basketball, rickets, and hockey also constitute part of the regular school curriculum. 
There is also an indoor swimming pool and a gym to cater for the needs of those who care to shape –up their bodies.
-A new design and technology centre was opened in September 2016 within the school campus. The building is new and modern with plenty of pupils’ works. Good DT!
-In addition, a new academic hall has recently been put into service as well. (just opened in 2015)
-Standard of Art is really impressive. Exhibits of the pupils’ Art works are displayed for appreciation.
-The school chapel is well-decorated with tinted-glasses, which makes the whole place look solemn yet colourful. 
-Pupils have their meals at a central dining hall. (I had my lunch there, foods-wide range, taste ok…)
- School will provide coach service for international students with small fees from Heathrow to Shrewsbury School on the first day/last day of term. 

General
-	School can prepare students for “SAT”
-	If students want to apply for sport scholarship, need to fly to the UK to do fitness test+ test 2 sports
-	6th formers can choose their tutor by their own tutor by their own, good relationship between tutors and students ie they go cinema, students will go to tutor’s house to sleepover, they meet at least 3-4 times a week
-	Big subjects at Shrewsbury: Maths, Bio, Chem, Physics, Econ, Eng, History"|""|""|""
247|"20160616"|"20160616121734"|"AA00029"|"College was founded in 1968, and it has more than 20 years’ experience in taking oversea students.
It has around 1800 students in the whole school, around 100 are oversea students-30  are from HK and 40 are from China. The rest of the oversea students are from Russia, EU countries etc.
It is located in Scunthrope- 2 hrs’ train from London and around 2 hrs’ drive from Manchester airport.
Home stay only and accommodation arrangements are arranged by the College. 
Usually one student in household and all students have their own single room. 
Offers self-catering or half-board accommodation. 
The College is 40 mins away from Sheffield-nearest town.
It offers 2 years A Level course and will offer 1 year Foundation programme in 2017 (for international students only).
The school has more than 50 AL subjects offered for students and also offers 11 B-tech subjects too. 
There are two major streams for the foundation programme:
1.	Maths and Science stream
2.	Business and Finance stream.
The foundation is equivalent to 3 A Level subjects and the College does not have any restrictions in UK University applications (apart from Oxbridge which do not accept foundation results.) students apply uni via UCAS too.
The College is also able to help with oversea uni applications. They have a supporting team for uni applications. 
The College also offers mentors for international students and to support their studies.
The College ranked top 10 in UK in 2015 and there are 92 Sixth Form government colleges in UK.
Course fee: GBP9250 per year for AL course; for BC and EU passport holders- GBP3000 per year.
Foundation course: GBP12000 per year.
Accommodation: GBP115 per week (catered); GBP80 per week (self-catering.)
Tuition fees include several items, eg: airport pickups, college’s supports, IELTS preparation lessons-2 lessons per week etc.
College also offers OEA discount for HK families.
School counsellors and nurses are available during College hours. An 24 hrs emergency number students can contact any time if needed. 
No uniform required in the College.
The international students in the college achieved 70% A*-B in 2015."|""|""|""
575|"20161019"|"20161127165128"|"AA00007"|"550 students in senior
160 students in junior
51% Day 49% boarders
19.5% Intl students~25 nationalities"|""|""|""
257|"20150427"|"20160412115046"|"AA00039"|"Consultant's visit: 

Campus Location:
The school is 25 mins away from the nearest station – St Neots. The station is very small and there is a taxi station outside the train station. Regular service connects with St Neots and London King’s Cross station every day. It takes less than an hour to reach King’s Cross.

Campus:
The school is located in the village. The surroundings are residential areas.
The school will organise shuttle buses to send the boarders to Cambridge in weekends.

Accommodation:
There are 2 boarding houses which are located on the same street just opposite the school gate. Each boarding house has around 35 students. They are all share rooms from 2 to 4 persons. The rooms are quite spacious and they are clean and tidy. Bathrooms are newly refurbished. Students are allowed to go back to the boarding house for snacks during free time or lunch time. Relationships of the boarding housemasters and students are very close.

Facilities:
The school is about 190 acres, combined with modern and traditional buildings. 
The main school is located in the Kimbolton Castle where the headmaster office located. The castle was mostly used for teaching as well. Students who studies humanities subjects are having their lessons inside the castle. 

New science block is under construction and will be opened in September 2015. This includes 12 science laboratories and five new Maths classrooms (linking to three existing ones). It additionally houses a Digital Learning classroom, ICT server rooms, a greenhouse and technician areas. 
Teaching are not only limited inside the classrooms but also the big grassland in the main campus. Different groups of students are having their lessons during the visit.

Suitable For:
Students who are not afraid to talk to strangers and would like to be studying in a down to earth environment.

NOT Suitable For:
Students who are very shy. 

AA Comment:
It is very impressive with the interaction between local and overseas students. They are all very nice and chatting with each other during breaks and lunch time.
Lunches are served with hot food with many options. Students are very well-disciplined and very polite. The atmosphere of the school is very lively."|""|""|""
245|"20160628"|"20160628162155"|"AA00007"|"message from college: for Sep2016 entry, as at today, only 6 HK and 3 macau students"|""|""|""
549|"20150427"|"20160412123941"|"AA00039"|"Consultant's visit: 

Campus Location:
Stephen Perse Sixth Form College is located near the City of Cambridge. It is about 20mins walk from the Cambridge station. Unlike the Junior and Senior School, the Sixth Form College is allocated separately on the other side of the Cambridge University Botanic Garden.

Campus:
The school is near the residential areas and the sports ground of the school. Most students live in town. Some activities or language lessons may be arranged in the Senior School after school, school will provide regular shuttle buses to transfer the students.

Accommodation:
Students have to arrange home stay on their own

Facilities:
School facilities are all very modern. The school has also rent another building as a new teaching block–The Shaftesbury Building which is just opposite the school main building. Conference rooms and school library has also been set up in the new building. Students can have lunch at the canteen and will be asked to pay for meals as taken.

Suitable For:
Students with good academic result
Independent student with good spoken English

NOT Suitable For:
Students who are shy and relying on others

AA Comment:
The facilities of the school are very modern and the students are all very independent. Staffs and tutors are very friendly and always willing to help even after school, they are happy to stay behind and have private tutorial."|""|""|""
140|"20150429"|"20160414112152"|"AA00039"|"Consultant's visit:

Campus Location:
Dean Close School is located in Gloucestershire. The nearest train station is Cheltenham Spa which is around 5 mins taxi ride or 10 mins walk from the school. There are several direct trains each day from London Paddington Station and the journey is about 2hr long.

Campus:
The School is divided into pre-prep, preparatory and senior schools located on separate but adjacent sites outside Cheltenham town centre. Most of the school buildings are enclosed with each other while the Sports Center and the School Shop is on the other side of the school site.

Accommodation:
There are 3 girls’ and 3 boys’ boarding houses. They are organised in vertical system. Two of the boarding houses are for sixth formers only. I’ve visited one of the girls’ boarding house – Shelburne. It is a building with four floors. It is very close to the rugby pitch, near the exit of the school. The interior of the house is very modern and girlish style. There is a long corridor for each floor with around 20 rooms on each floor. Walls are painted in yellow, orange and pink colour for each room. Most of the girls are sharing in 4 beds in a room. The 4th form and 5th form girls will be sharing in triple or twin beds in a room. Upper sixth students can be arranged for a single room. The rooms are spacious and tidy. There is a lift inside the house. Suitcases can be kept inside the room. Another boys’ boarding - Brook Court House is located near the Music School of the school. It is a building with 2 floors only with traditional boarding house settings. Students are allowed to come back during break and lunch time. Relationships of students and the boarding housemaster are quite close. 

Facilities:
The facilities of the school are quite modern. The school especially focuses their resources on Drama and Art. There are 10 drama productions every year on average, from whole school musicals to pupil-produced plays. 

Suitable For:
Family who want good pastoral care with modern facilities of the school

Not Suitable For:
Family who look for school with traditional style and buildings


AA Comment:
The interior design and setting of the boarding house are very nice. The school is very concern about the pastoral care and guardian issue of students. In order to help the new students to settle down well, induction week will be arranged at the beginning for September."|""|""|""
7|"20180806"|"20180807103520"|"AA00061"|"201806 Visited by Battie:

A meeting with Headington School

Note from Helen Miller:

Interesting visit in the light of ongoing discussions re exclusivity but after our initial discussions, in a very noisy Sixth Form common room, the mood did lighten up.
-	Some more issues with regard to untidy uniform and they are also reviewing their policy.
-	Some very impressive facilities.
-	Planning for no exeats as from September 2019.
-	Exploring different options re guardianship.
-	Had a visit from Mark Taylor earlier in the year for advice re visas.
-	Currently have 7 applications for every place.
-	Incredibly competitive at Sixth form level.
-	Looking to provide better guidance for girls on whether to opt for A level or IB.
-	Lunch was taken in the school dining room and was quite good."|""|""|""
140|"20160427"|"20180531150238"|"AA00054"|"Consultant's Visit made on 27th April 2016 By Leon

Dean Close School

Campus Location
Dean Close School located in Cheltenham which is around 2-2.5 hours away from centre London. The school is very close to Cheltenham Spa train station, only 10 mins walk.

It is very close to town centre too, most students will talk to town during the weekend. It takes around 15-30 mins to walk to town.

Traffic is quite busy outside the school campus.

Campus
It is an enclose campus school. But there's one public road separate the school into two parts.

School ground has been taking care very well. I wouldn't say the campus is huge, I think it is rather small compare to most school in the U.K. Nursery, reception and junior school are location in the school campus too.

Buildings are close together and really easy to get to even the sports hall that is across the road. However Shelburne house, a girls' boarding house is located on the other end of the school campus and it could take up to 10 mins to walk to the school's main area.

Campus ground maintenance is excellent. . The school was founded in 1886.

Accommodation
Visited 2 boarding houses, one boys and one girls.

Tower  house, a boys' boarding house that is located in the main building. Nothing special, quite tidy. There's sky TV and Xbox in the common room which the boys can play on them after school. Each boys are assigned to a duty during the week, for example tidy up the common room. Around  4-6 people share one room. There's also a dry room in the house for boots and trainers. Housemaster seems very nice and students are welling to speak to him too.

Shelburne house a girl house, it takes around 7 mins from main school. It is across the road. The building is very modern and tidy. Most room are twin room and it is semi en-suite as the bath room shared by 2 rooms. Rooms'v view are fantastic, most of them are facing the school's main sport pitch. Each term girls need to change room and 6th formers need to do their own laundry. The house is separated into year group and each floor was painted in different colour. Junior must go to dining hall for foods but 6th formers can cook their own dinner or order take away but must need permission from matron or house mistress.

During the weekend students go to town centre. School also organise trips too, for example they love going to “Jumptastics” a trompoline park in gloucester.

Facilities
Theres an indoor swimming pool with diving board.
School farm to train students' responsibility.

Gym is a bit old fashion. Sports hall is alright.
Shooting range
Dance studio – open during the weekend too.
Got to say the library is very nice, plenty of study spaces. They have a 2nd floor and also a 6th form study room which is for 6th formers only.


General
I think the school is very family style and down to earn. I can feel the school's team spirit when walking through the school. Students seems more straight forward with well manners. Not many chinese and I think it is suitable for students who need more attention and would like to experience the British culture.    

Although the school doesn't has spectacular buildings.  I can feel the teachers have heart to teach and respect students a lot too.

I think drama, music and art is a big thing too at school."|""|""|""
313|"20180726"|"20180806162730"|"AA00061"|"201806 Visited by Battie:

•	Central Dining 
•	Y 9,10 boarding house dorm 4-6
•	20 max per class 
•	For science, 14-15 per class
•	Chem department, there is a room at the corner of the classrooms so that head of Chen can stay and hear teachers teach and help to improve the teaching if need 
•	New head: Jonathan Anderson
•	DT, robot engineering 
•	Spanish and Mandarin are popular 
•	Boarding house: horizontal, a bit small for Y9 & 10, there are housemaster, Assistant housemaster and they are residential, will introduce housemother 
•	Laidlaw: all ensuite, 6th 
•	House meeting, come back to house for break and lunch, 7-9pm work in room, Sat AM lesson, PM fixtures 
•	Laundry done in campus
•	Pringle House, when Full 25-30
•	5 residential L6 boys, tuck and WiFi are monitored, cook food at house, electric devices are collected at the end of the day
•	Exeat: cannot stay

Feedback from students, met 3 boys
•	Happy 
•	Sunday activity 
•	Social, 充實
•	Caring teachers, make sure students understood 
•	16/class
•	Y10: 8 share, bed, desk, cabinet, prep at bedroom for 2 hours
•	Apple classrooms 
•	All homework done in iPad
•	Parents to buy iPads 
•	Food need to improve 
•	Housemaster: 唔體諒
•	Not sufficient time for boarders
Eg
•	iPad has problems, has to report to housemaster, housemaster forgot to help, boarder
went direct to IT a few days later, remember they all have to use iPad to do homework 
•	Boarders hope he can be more caring
•	Saturday night, bulk went off, need wait till Monday to get repaired 
•	Haircut: did not mention need to book appointment one week in advance
•	Boarders want to check exam schedule, housemaster got into temper when boarders chased for answers 
•	Boarders’ comment: quite forgetful 
•	End of term: did not prepare pockets money 
•	This housemaster started in Sep2018 but good at organising activities

Note from Helen Miller:

Good to meet the Hunters for supper – again, lovely respect for Battie and so pleased we managed to meet up with them before they retire after 20 years at Merchiston.  Not fully retiring as “helping” with the opening of their new school in China which they did not seem overly enthusiastic about!  New Headmaster joining from Worksop College.

-	Dorms for up to 8 boys at junior level.
-	We both noticed that the Junior Housemistress carried on taking us to our next appointment when we all distinctly heard a loud bang which she did not investigate.
-	Great to see my ex pupil Danny who is Housemaster of the Sixth Form House and I am absolutely sure he would run a good house.
-	Bit concerned after Battie’s chat to her boys.
-	Did not feel hugely excited about the visit."|""|""|""
